	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	SY3_FDME210455399-2a	WZ7_FDME210455463-1r	WZ15_FDME210455471-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Zasmidium cellare	0	3.355503282	3.48324647	2.523407933	3.002310612	2.875694394	0	0	3.737759648	9.619110279	4.903632289	3.109322743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.010455797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.252404926	0	0	5.35722958	0	6.348157995	0	4.573795317	0	0	3.04215579	0	2.900292631	0	0	0	0	0	0	0	0	0	0	2.550706151	0	0	0	5.082769151	2.384646012	0	0	2.385298505	9.877478561	4.01083479	0	0	0	0	5.705232153	4.198168272	2.518485981	3.561347147	3.63546575	7.822576546	4.836800474	4.358618456	2.992572373	5.672435606	4.284076822	5.182629078	3.016411285	5.422969081	7.362384615	5.557094656	4.806353789	8.232161689	6.037421286	7.612101065	5.040527076	6.910729114	5.114937768	3.904983419	4.254923344	3.595590186	5.082586762	3.016074969	6.736907555	3.102173876	4.319794606	2.152808293	5.123025952	0	3.895661294	0	0	0	0	5.950029146	0	0	2.732758608	3.029781624	0
Polysphondylium violaceum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.743802581	0	0	2.183289578	1.307415277	0	0	0	0	0	2.049314826	0	0	0	0	0	0	0	0	0	0	0	0	1.375527537	0	0.892634956	2.103514851	1.08337198	0.742938233	2.482862952	1.295686182	2.481240279	2.108850083	1.539679051	1.519788104	1.301667316	0	1.639569564	3.307555618	4.172576186	1.517559761	1.045286096	1.586127318	2.44729571	2.993872281	0	0	0	2.678445473	1.789501671	2.672007889	0	0	1.960293954	5.588941097	3.98349063	3.082104091	2.121744777	2.32449237	3.423039204	0	0	5.092261937	4.251873475	4.111742513	0	0.912876723	4.43971353	2.591488282	0.802719747	3.033244692	1.036818221	4.413665426	0	1.357889868	1.021876758	0.989601846	0	0	1.54458	0	0	0.792779829	3.975795016	0	0	0.943167751	0	1.467909557	1.099715279	0	0	0	0	1.699117478	0.656307553	0	0	2.079387161	1.050514171	3.385948351	0	1.305670316	1.06685259	0
Phaeodactylum tricornutum	0	0.139508102	0.117303551	0	0	0	0	0	0.09710942	0.109453416	0	0	0	10.36962076	0	0	0	0	0	0	0	0.487151623	0.104536441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056249253	0	0	0.092566527	0	0	0	0	0.060938122	0	0.227729459	0.485763138	0	0	0	0	1.213581212	0.676586347	0.627366757	0.609099365	0.592782526	0.356981784	2.991581511	0.556854735	1.828618268	3.439195349	2.549894853	6.877558686	8.45854824	3.712897374	1.234353637	0.067645834	0.054540438	0.053699206	0.20062595	0.084169392	0	0	0	0	0	0.137116393	0	0.0787319	0.047674487	0.118726367	0	0.056382403	0	0	0	0.131659823	0	0.054332405	0.160912312	0.077147094	0.137098136	0.13666197	0.153153833	0.214927224	0.042262592	0.155372361	0	0	0.086008023	0.148992688	0.135193089	0.129328002	0.093144977	0.131738743	0.102481734	0.075335339	0.124177373	0	0.096086192	0.094557202	0.114177242	0.088924964	0	0.092877541	0	0	0.046755725	0.103884227	0
Umbelopsis vinacea	0	0	0	0	0	0	0	0	1.02875016	0	0	0	2.496325127	0	5.0777371	3.401073299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155417397	0	0	0	0	0	0	1.227749942	0	3.242697436	1.266419005	3.922607549	0	1.172130566	0	1.319071947	0.940334873	4.864534623	6.943364952	0	0	10.38267795	2.679907307	1.7473863	20.33825928	16.79684826	7.954807473	4.447614764	22.34368952	12.50433015	16.54157031	17.39727454	7.057506069	12.35883476	13.84554615	19.93658008	9.396709248	12.24389036	12.15962142	11.27797807	10.91922786	15.92645881	0	0	5.298565505	0	1.105347154	0.832423942	0	1.170817935	0	0	0	0	0	0	3.388083924	0.94105864	5.243847687	0.931206963	1.01322236	0.94154246	1.08791905	0.78055829	3.77091911	0	1.053331996	3.559836887	0	0.734093171	0	1.386484023	1.000697573	0.975283891	0	0	0.884394152	1.486775967	0.701396746	0	0.967535496	0	0	0	0.839011398	0	0.911892003	0	0	0	0	0	1.316741789	3.245795699	0	0	0	0	1.326788709
Dicloster acuatus	0	10.15781738	5.839193649	0	0	7.553813181	0	0	13.80767618	10.63678831	14.12409826	7.725862943	6.032673352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.522926998	0	5.69157372	0	0	0	0	0	0	0	6.321371451	0	0	7.305934987	0	8.376618219	0	7.413074785	0	0	0	0	0	0	0	7.002986822	0	6.965151922	4.127230451	0	0	0	0	6.584884241	0	6.398966181	5.784319735	8.41836493	6.558589743	0	0	0	0	0	9.819754673	8.081016833	0	0	0	7.350160533	0	7.427718883	5.031276224	8.406132384	0	0	5.226341792	9.266068117	8.622916088	13.00920263	10.35450425	5.875801506	9.539147672	5.890165836	0	14.40552819	10.44612952	17.05292855	15.89576216	11.01006296	0	9.381924644	10.79079546	20.89553086	14.22963706	16.76835961	12.39173407	8.363959331	6.120467857	14.28016437	16.97336072	13.67164005	16.07232493	10.48714844	8.328158514	12.33684214	21.39214697	11.79164152	14.82946901	8.449152923	7.138913687	17.34097517	6.26314752	10.3838292	0	8.180170245	0	0	4.881903848
Piromyces sp. E2	0	0	0	1.362413202	1.65094755	0	0	0	0	0	0	0	0	0	0	0	1.466110879	0	0	0	0	1.50238914	0	1.545441802	0	3.37436741	1.672399633	5.662882152	2.337491829	1.67541512	4.685598092	0	2.150481957	1.866177685	2.839918269	3.327860248	2.237584434	2.974773327	1.942935026	2.199148473	1.524692792	1.698113357	1.706426629	2.006891379	3.751908741	1.834473385	1.525969912	1.591390476	0	0	2.318595973	0	0	1.761318848	0	4.033722594	1.430935369	1.497602923	0	1.558182995	2.767334442	1.831156567	2.427823605	3.711377127	2.674308276	1.355362325	1.928039605	0	0	4.022270135	0	0	0	2.338754505	1.884295274	1.559639419	0	0	1.5778513	3.023310135	7.679119986	0	1.402529371	0	0	0	1.32546922	0	2.762752694	0	3.449844051	2.840801276	0	0	0	2.646561291	2.485261352	0	5.618104276	2.513405485	2.82472186	5.398232578	2.561908022	0	2.081937348	0	2.710324584	0	1.273299642	0	0	2.094939845	0	0	0	4.237983252	0	0	0	0	0	0	0	0	3.619822893	0	0	1.842011955	1.353505868	0
Neocallimastix californiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00220946	1.326196447	3.552190457	1.96170393	0	0	0	3.073917964	4.122301286	0	0	0	1.922918701	0	0	1.119489934	0	2.556009785	1.108358957	0.895572498	1.104479045	2.091843619	1.781608145	3.281641454	1.091259108	0	2.684393054	0	1.945181806	0	2.16705258	7.390992176	3.072275838	0	0	3.676667905	4.88322418	7.673078462	5.325155383	0	4.224366092	4.998303164	3.837390382	4.355015705	5.443197708	0	0	0	1.712684848	0	0	6.769661979	1.068288241	5.192965414	5.573739301	0	3.885402376	1.162973865	0.802479512	0.941484787	1.37809871	0	0	3.504955357	2.515442601	2.575947448	3.278702161	3.592845974	3.314741984	2.759749781	0	4.137654546	3.500579195	3.388005062	3.787472898	4.099762072	4.792041162	4.881660758	0	0	2.245337135	0	4.32967672	0	2.766008306	0	3.688047203	3.332249657	0	2.706176585	0	4.183692622	2.138239817	3.371576682	2.728645294	2.831711218	0	0	2.484192018	0	4.179501582	0	0	0	0	0
Piromyces finnis	0	0	0	0	0	0	0	0	0.81474831	3.308549108	2.056837139	1.682760763	1.689841856	0	0	2.556034821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84234188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.868402539	1.259554336	1.394794752	0	1.790086904	0.882284568	1.190407955	0	2.943634859	0	1.920825996	1.130676735	3.388293729	0	3.932714345	0	0	1.357733725	1.288659754	0	1.216024195	1.164085255	0	2.072731468	0	0	0.999722125	1.885269798	2.301100885	2.383815096	0	1.24293226	1.779444656	0	0	0	0	3.114319971	3.219174342	4.73385414	2.938638458	1.394391632	4.999813871	2.839863627	0	1.289425755	7.675329005	4.942145975	3.742055077	0.812121295	2.717192511	3.263404767	1.620608842	7.1048161	3.572297924	3.505510321	2.981772659	1.278772648	3.562181837	1.811178411	0	5.845027054	2.612448341	4.004545096	6.090255353	5.766922427	4.398682319	2.028964658	0	1.716974777	1.496290039	5.24837119	4.008789256	0	1.177592169	1.405631607	2.768858188	1.355099488	0	5.095869904	2.047912277	5.210406323
Phytophthora fragariae	0	0	0	0	0	0	0	0	0	3.885330014	0	0	0	0	3.029733032	2.313365891	0	0	0	0	0	0	0	0	3.167415605	3.464608327	3.65238213	2.97091298	2.960088587	0	3.381880136	3.155211353	0	0	0	0	0	3.740481794	4.285413507	0	0	0	4.331553294	0	0	0	0	0	4.685580505	3.806939813	3.437913466	0	3.741968893	0	3.723493725	3.665308475	3.665978168	0	0	3.26972981	0	6.61336481	0	0	0	0	0	0	0	0	0	0	0	0	0	4.514498984	0	4.193770564	0	3.37769604	5.13736869	0	2.156486547	0	2.748478728	6.71376109	6.665129331	2.730219699	6.213187763	4.133297074	3.635676937	0	0	3.117402718	6.51284456	5.422924893	3.287916041	1.824381663	2.912930096	0	5.211361731	2.897709071	3.088007698	12.02963301	7.607140837	7.52725254	7.495383274	5.743906347	1.580760509	7.288027029	8.654889393	6.228279015	10.76667875	8.239235533	6.786200514	4.02781334	5.187736395	4.730853735	2.304930453	8.756458281	8.772867478	4.206636639	4.867748159	5.144515238	5.722270795	5.727903079	3.650322026	0	6.38317664	7.930703578
Tuber aestivum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.737267499	2.13197749	0	0	0.756468398	1.306579952	0	0.811667385	2.093386229	0.800033185	0	0	0.953546327	0.812165171	0	0	0	0	0.755708901	2.220003307	0	0	0	1.372672793	1.531580065	1.168504812	0	0	0	0	1.274946359	0.77348638	1.246412996	0	0	0	0.894011457	0	0	1.793558345	1.109744176	0.772816842	2.457143649	1.249989897	0	0.569472466	2.951632024	1.090901514	1.19990235	0	1.274267863	1.699148578	1.92545321	2.298203774	0	0	0	1.588092387	0	0	0.68012301	0	1.63067886	1.762080565	0	0	0	0	1.943991724	0	0	0.515109493	0	3.27283843	2.119351063	0.685738896	0.647915291	0	0.556347653	1.022432325	0.656204642	2.410399638	0	2.069044888	1.923008823	2.604893645	0.758520068	4.901217735	3.447444138	2.187420266	0.755660062	0	2.502069457	2.556203425	2.259781975	3.463211919	3.135390253	2.759315727	3.780260802	2.571225198	1.442481678	0	0.62875877	0	2.169574029	1.780613593	4.353103336	0.458668766	0	0	0	2.065455931	0	3.282130803	2.77654004	2.176499399
Tetradesmus obliquus	0	0	0	0	0	0	0	0	1.761464935	3.192578317	2.702682506	1.12977941	2.285086717	0	0	0	0	0	0	0	0	0	0	0	2.121180279	1.703989847	1.652464764	2.267118611	3.608433867	2.796829217	3.534046767	2.663310622	1.91967588	0	4.021234222	2.44607564	2.102689772	0	1.963729028	1.774496857	0	1.882240851	2.12902684	1.846556059	0	1.668331288	0	1.755991679	0	0	0	0	0	0	0	0	0	0	0	0	2.432862936	0	0	0	0	0	0	2.135542574	0	0	1.945171041	0	0	0	0	0	0	0	2.701240093	0	1.142183319	2.48351615	1.969383652	1.673705097	0	0	0	3.205538185	2.596848923	2.628926355	0	1.484805753	3.247749139	3.16152888	0	1.9097728	3.562237008	2.871028758	1.396108145	4.07649693	1.584207117	3.821219265	3.863535462	0.932035795	3.13635406	5.465677988	3.499041612	3.814078335	2.332987087	5.172415771	3.962806559	3.378200619	3.209405118	2.858621295	1.341295433	1.82227482	3.932561241	2.173169309	0	3.844270943	3.593078608	0	1.070822304	4.602109273	2.748367236	3.099092619	1.575969604	2.427715543	2.075825267	2.705624009
Actinomortierella ambigua	1.869310691	0	0	0	0	0	0	0	3.582710978	4.262814547	3.902015663	4.353797904	5.883828028	0	0	3.980173809	0	0	0	3.024241993	0	0	0	2.660959511	2.094157147	1.703781992	2.146222953	1.630172266	0	1.534877796	0	2.204265729	2.659401527	1.466121566	1.565041595	2.120409003	5.166504461	2.166210581	0	1.643412417	0	4.544618562	2.553628589	1.695295799	2.748384338	0	1.754721641	2.062644742	0	0	0	0	0	0	0	0	0	0	0	0	1.552882578	0	0	0	3.853506678	0	1.655805275	0	1.708276067	0	0	0	1.537777761	0	0	0	0	1.931436538	1.857032742	0	0	3.370785943	3.347253224	2.919598366	3.028163275	1.772904275	1.490282538	5.305475386	5.398155558	5.102436221	2.05853394	1.871839081	3.469609857	2.520039881	3.377992927	1.782936757	1.428439206	2.955230802	1.50396375	0	1.397027895	2.594712131	1.248974686	2.072542931	1.960463139	1.372420253	2.373113526	0	4.623898546	1.516808942	3.560287796	0	1.21541168	0	0	2.461598712	1.811239831	0	0	0	1.154211279	0	0	2.187214552	2.948843273	5.409999347	1.803242812	2.956846455	0	0
Ostreococcus mediterraneus	0	0	0	0	0	0	0	0	19.75398388	13.95017836	3.557026873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961252573	2.173478952	1.085392283	0.739610488	0	1.317793688	1.069810857	1.068896661	0	0	1.175028197	1.246489728	0	0	0	0	0	0	0	0	0	0	0.853577425	0	0	0	0	1.3593687	1.281111751	0	3.895082668	0	2.39907529	0	1.255894081	1.11320736	3.119705112	3.607844015	1.07941304	2.314606695	0	1.174616467	3.472253648	1.835037737	1.289950505	0	0	2.985742494	0	0	0	4.578874187	0	1.139396117	0	2.021146894	0	0	0	0	1.107894983	6.02181424	5.848134272	5.201267214	4.868382245	5.703968194	7.967501815	4.763381941	5.815768614	2.89323229	6.214482179	6.679634399	4.601095924	7.397934485	7.300816222	6.316544969	8.081225847	4.326632031	4.378757707	5.135424513	5.293031822	5.147721533	5.867666898	5.464194225	5.421657336	4.079571717	6.15725684	2.146467939	4.646739467	4.120807799	6.679334821	2.484266874	1.448159389	2.816049747	2.577667557	3.933935632	0	1.100789578	3.887142089	5.017042979	5.065588298	2.99765018	3.656825621	3.137706164	3.829352376
Auxenochlorella protothecoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.845739263	0	0	0	0	0	0	2.369227578	2.1898525	4.910926351	0	0	0	1.260265737	2.976981605	1.936886482	2.449465539	2.068497176	0	2.372039952	1.816215614	0	1.538420082	0	0	1.697771096	1.614802988	0	1.646804719	3.231189622	2.113886661	0	2.609541417	1.865853132	0	0	2.200095938	1.987610206	1.708252307	0	0	2.462579605	0	2.084755974	0	0	1.904293016	1.525516238	0	0	1.73354294	0	3.480373163	1.634731742	0	0	1.363444026	0	1.845635167	0	0	2.148950351	5.672187306	1.759972703	4.105550897	0	5.535199672	4.340790521	1.862402193	5.389591517	6.70553127	4.342360465	4.526361994	5.752795106	3.454351105	10.3746661	5.805446102	10.70652193	10.88498561	9.96940475	8.437877042	8.591641442	9.570182863	9.191285874	1.743026584	11.43733332	14.28906124	8.1263336	13.30751292	12.60348126	15.9344289	6.082572286	12.0866156	7.828574457	16.35538652	14.45467247	14.8599055	18.37709457	17.94135318	10.07024999	3.301117738	3.173326587	15.42745491	6.687687017	8.812835512	16.31297166
Pseudogymnoascus destructans	0	1.643524002	1.154323859	1.092313256	1.411978521	0	1.257330526	2.819794584	2.419877219	2.936790958	2.50870433	2.626241511	1.582156437	0	0	0	1.727851136	0	2.443385372	2.29230633	2.633297028	1.907597103	2.114116515	1.967058277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.804734217	0.824639049	3.905652953	0	1.888035922	2.071381816	1.823047981	1.759440884	1.411227685	1.033216895	0	2.589166062	1.55471466	1.439339855	0	0	2.03855114	1.263173527	0.891478275	3.103879525	1.553679909	0	0.82471871	2.264476783	1.445674319	0	0	0	0	1.729530175	3.90569418	0	0	0	0	4.316706532	4.456117683	2.133378266	2.233524881	2.172595393	3.824294702	4.778854246	2.676489904	3.233427533	4.891030757	2.26953077	3.944004876	0	3.272086289	0.878847032	1.797751235	0	1.142678231	5.464758642	3.963089758	2.293754871	2.970439908	2.045699531	0.888970161	1.135252675	0.767634985	1.744425914	2.753121521	0	1.232604006	4.847982441	1.343607533	1.409526509	0	0	2.496924406	0.700895501	0	0.912861841	1.60241093	0.768469194	0.689426329	0	0	0
Spizellomyces sp. 'palustris'	0	0	0	0	0	0	0	0	2.913774657	7.124137888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.599502312	1.226540716	1.929955579	0	0	0	0	1.689029756	1.600029593	0	0	0	0	1.338038234	0	0	0	0	0	0	0	1.535668967	0	1.885756992	0	4.437318559	10.95084784	0	5.21879369	3.866010151	3.21801984	5.930376306	4.967340431	5.152376636	0	5.4318653	4.906748446	9.242681909	4.313709222	6.528436367	8.396433418	8.635669194	5.130150114	12.86217938	7.123379989	5.369607179	4.072004792	3.397313668	7.162218929	2.88325695	3.695724998	0	0	4.497413721	4.13574861	9.761878555	2.185659516	0	0	0	0	3.077502433	5.374759646	4.527444731	5.460996167	4.114247803	4.288443643	4.335185752	3.713258673	7.008501278	6.066034195	6.407496048	8.727085125	2.525242243	6.625158243	3.606987907	6.508032636	7.156107323	3.468061519	3.493081305	3.493728506	3.456104601	6.048613183	3.691061981	5.237354297	3.541945701	2.414045653	6.103007951	0	2.12409607	3.116164204	7.467084713	3.172844368	2.969248985	0	0	0	2.631520847	3.81669207	3.291858279	4.105405992	2.822396237	2.034624894	0	2.058728825	3.139366197
Alexandrium catenella	1.730785366	3.792679094	2.981302474	7.408836898	6.377605975	2.542722908	2.581514634	2.503493965	6.748314898	9.326697544	10.44928304	15.37042679	14.87086494	0	8.43218705	4.748919511	0	0	0	0	0	0	0	0	3.577332598	0	3.256115387	0	0	6.716147652	3.635262075	3.079875855	4.146668778	7.858685882	9.732134951	3.607989788	0	5.382724597	5.453031863	5.815338399	5.847702577	5.745187534	5.508114761	3.979461766	3.120335718	4.876216233	3.872226702	0	4.149838517	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72185618	0	0	0	4.893881546	0	0	0	0	0	0	0	0	0	4.797720566	3.552446264	0	0	0	0	3.688810421	0	0	4.367530669	7.675817427	10.49998544	6.723810796	6.352336638	4.905701651	4.402916243	6.317468436	8.544467209	5.323360202	7.76770075	0	7.341206767	3.353167477	2.871223286	0	14.52047977	4.320310569	10.05087502	3.467065859	0	3.608670832	2.550978346	6.86803218	9.342901416	2.916608825	4.337104809	8.339069422	4.42510893	5.269191423	0	0	0	0	2.946093085	9.529276331	5.308029651	3.069485666	5.221403677	6.493057197	10.44149285	3.575062553	12.26805567	13.37212623	6.706397238
Phytophthora cactorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.026507543	0	0	0	0	0	0	0	0	0	2.893846714	2.488729669	2.855784558	0	0	0.699908012	0	3.653043824	2.881412242	2.880995926	0	0	0	2.003080722	1.242638468	3.695811036	1.66438662	2.240565763	3.005677382	5.992652164	4.182746182	2.56462063	3.305021303	8.700380327	9.858347338	5.008369859	3.269735126	21.45655246	9.339981881	6.334481472	16.14190911	2.15144438	1.671755552	7.080589614	22.19588514	12.56917337	2.701141988	1.81158965	4.057900558	7.213985041	5.770158508	4.438249057	2.938878745	5.118345899	8.227071572	11.40030179	0	0	0	3.196407675	2.008105898	5.958777686	1.634874714	2.580838975	2.169355344	0	18.8845162	0	0	0	0	11.62742934	1.369828377	2.215607442	2.330260858	2.958400095	4.43205632	5.87773508	1.881973869	2.388847783	1.248640662	4.98644331	0.730324126	0.690912174	3.321676187	0.746784886	0	0.874820475	0	1.158417713	0.628169414	0.895090498	0	0	2.652765191	0.684322843	0.661303589	0.636006248	0.859471424	1.002118285	0	8.568055268	0	0	0	0	1.107506307	0	0	0	6.135098865	0.845749991	0	0	0	0.857664334
Paramoeba aestuarina	0	0	0.421539389	0.442112509	0.342781156	0.784284798	0	0.770642166	0.97179801	0.998948747	0.481909469	0.831456299	0.69520947	1.470171489	2.150925027	2.306282269	0.756438677	0	0	0	0	0.296828136	0	0	0	0.32238711	0	0	0.266775547	0	0.338383549	0	0	0	0	0	0	0.498713349	0	0	0	0.771207546	0	0.36903482	0	0	0	0	0.506903997	0.470204713	1.575945113	0.408980347	1.097280615	0	0	0	0	0	0.600853474	0	0	0	0	1.107260158	0	0	0	0	0.30661674	0	0.632514812	0.685455101	0	0	1.623185423	0.492162861	0	0.460947168	0	0.987454098	0	0.604398083	0.527082577	0	0.513144136	0.970926002	0	1.394318259	1.123818335	0.870343141	0.397233116	0.733508342	1.372574154	0.928737734	1.054547779	0.592595024	0.548513521	0.879140278	0.728542839	1.780625274	0.293431756	0.76553584	1.047518852	0	1.004617042	0	1.666064462	0.896708529	1.521671987	0.846780745	1.085490843	0.501140496	0	1.04618104	1.893081626	0.93912125	0.898875918	0.963600467	0.364420231	1.007914141	0.61328249	0.304621143	0.746566984	0.785634288	0.660997938	0.642257949	0.252558485	0.383136946	0.312789309	0.304240046
Lipomyces tetrasporus	0	2.510541515	1.510228619	1.016965672	0.858535249	1.341363044	0	1.473626491	4.402983279	7.007737335	4.48246994	1.815086848	1.657498218	0	0	0	0	0	0	0	0	0	0	0	1.095466394	0	1.387105892	0.886943276	0	0	0	0.966788658	1.742719282	0	0	0	0	0	0	0	0	0	0	0	0.734121646	0.718990187	0	1.078965894	1.549338535	2.69781913	1.80311703	1.073274213	2.342098595	0.835629303	0	0	0	1.012472517	0	1.077686908	0.868961909	0	0	0	0	0	0	0	1.677033929	1.037068464	0	0	0.924438977	0	0	2.26281931	0	1.502791332	0.897404422	0	3.400201151	0	0	0	0	3.345315151	10.60840615	4.597093789	6.386119411	3.226380976	9.370615906	8.883896937	2.87008364	4.327193658	5.701660146	4.650258239	10.07886397	4.619023652	7.425337901	10.61334537	8.618409094	7.657616949	9.308637802	10.46586805	12.96506363	9.75836122	10.35652714	7.45849086	3.97177849	9.073963843	9.517471673	9.416699255	9.771202409	10.4535173	9.80994039	10.07364466	5.994754913	9.602685041	5.452025927	7.825539792	6.615493622	7.0755326	5.548630928	5.126806161	7.985833139	2.292027367	6.363458697	3.419887655	5.489396568	6.046918243
Pseudogymnoascus verrucosus	0	0	0	6.142967009	0	8.199606483	0	8.324667804	11.83956774	24.06845528	15.12403302	13.22515469	11.28055251	0	0	0	0	0	0	0	0	0	0	0	6.886625288	0	6.26196012	4.816552356	0	0	0	0	0	6.39641831	0	0	0	6.720231787	6.587629658	0	0	5.292145595	6.244424918	0	0	0	0	5.655623059	11.25283251	0	7.136755737	0	9.27556763	0	0	0	4.186799215	0	0	5.97603989	5.054504503	0	5.904114264	0	0	0	5.217697857	0	12.19814855	6.184914668	8.070626205	0	5.62698093	0	0	11.02419799	5.043780023	9.228746658	9.370294607	4.768727355	11.34666603	0	0	0	0	7.52150043	16.90096473	11.32389834	11.15927086	12.7778575	21.02329221	15.5753034	13.30478575	12.8674134	19.52836076	19.2158	24.03779138	10.96531542	13.72126704	21.12255923	14.23929745	14.87188357	13.42573241	17.82742368	24.85426444	14.91484621	22.49781228	11.62704711	12.10763002	11.29185427	12.17540881	20.15961909	8.081809585	12.11961122	15.02638742	22.92884368	8.551079272	10.34807999	8.143293619	8.689112028	9.850221328	9.672918232	6.471169938	6.404431163	18.79659052	6.23663877	12.66441048	10.29336984	6.842070397	9.273952775
Leptocylindrus danicus	0	0	0	0	0	0	0	0	3.684478502	0	2.688822795	0	0.364539088	5.939208501	0.782549386	1.393686558	0	0	0.997617078	0	0.926395274	0	0	0.828736723	1.181815844	1.03816475	1.005065951	0.744672727	0.815870776	0.882010324	1.191829111	1.060150027	0.998596952	0.769380426	0	1.480837036	1.582908756	0.90428896	0	1.086029046	0	0.953400925	0	0.761110464	0.978655284	0.998566129	1.360800157	0	0.50485774	0	0	0	0	0	0	1.443578589	2.082521449	0	0.353830862	1.178164607	0.410391449	1.584656128	1.016272817	0.664372817	0.682626065	1.229717327	0.869208497	0.973683881	1.078986418	2.800250275	2.041538232	0.996353243	2.953671037	0.506292168	0.601284	0.757240482	0	0.254461053	0.820550304	0	0.412208368	1.641396012	1.29550051	0.966890957	1.528945439	0	0	0.987847764	1.767712657	1.632673328	0.679294132	0.410983259	1.368437442	1.298070361	0.329040417	0.375186445	0	0.522590206	0	0	0.292748455	0.659648106	0	0	0	0	0.243052203	0.415103743	0.552087052	0	0	0.677404593	0	0	0	0.380202814	0	0.21058007	0	0	0	0	0	0.989413601	1.263761225	0.990922556	0.484336682	0.339710024	0	0.380850494
