	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DY2_FDME210438600-1b	DY6_FDME210438604-1r	DY7_FDME210438605-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	XM12_FDME220007446-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Plasmodiophora brassicae	3.425970655	0	2.706700187	0	0	0	0	0	0	0	0	0	0	0	0	6.635937661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21144641	0	0	27.74334342	0	0	0	0	0	0	5.861817969	0	1.446444773	2.297138971	2.890870555	0	0	1.68385255	2.141068721	0	2.402792038	3.153641189	3.174361897	2.182872811	0	0	0	2.074284534	2.237305695	1.973275479	0	0	3.217655857	2.600825274	2.567080799	2.547882556	2.588414629	3.000901999	3.303853028	1.913610562	3.292120252	2.001680985	3.707541328	2.659355296	2.415519399	0	4.359011687	0	2.139749137	1.682504294	1.598840453	3.950971307	6.555112596	2.620258533	3.495658032	3.556225418	2.32631894	7.573746845	4.898860096	4.005070403	5.744594346	5.843463202	3.897713507	3.576638286	3.419282011	4.072508281	3.03726162	3.716383049	4.158175679	0	0	0	2.891361615	4.836467685	2.541317963	1.855895997	1.768600958	2.948337491	3.661494899	3.125930299	4.012772363	0	2.438018187	1.911958325	2.868957875	0	3.870612217	3.777578246	0.932943819	2.743352022	3.164694046	0	3.858466198	3.632790161	3.320870113	3.296759235	4.893399795	4.078394672	2.743563121	2.077540826	4.913006371	4.816159133	5.59766989	3.930818162	0	3.550097144	5.491860051	3.885146391	1.543248319	4.859975041	2.332823978	7.407508764	4.498089952	5.656646163	3.635551156	4.047575887	1.778041889	1.561602081	4.155581541	0	3.859789079	1.175280673	2.30887082	1.126323841	2.676730206	2.218845923
Arcella intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.685346809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.899007123	2.180518019	0	0	1.703426827	0	3.819161945	0	3.867923473	0	0	0	0	0	0	0	0	4.07462	3.606025635	3.419424925	4.287066004	3.568960869	3.620602418	3.803838402	2.913374821	3.459893993	3.321369994	3.396275253	3.446000708	3.392603127	2.575516925	2.835793698	2.828165926	2.738419716	2.550643593	3.062284062	3.970805582	2.754136113	2.167570543	2.612898399	1.954108375	1.98974249	0	5.005822083	0	3.451265709	3.650756773	1.430217757	2.049365296	3.001243353	2.979819205	0	1.953321824	5.867062879	2.071065191	2.611628068	0	3.463612378	2.735840614	2.944898624	4.016100006	3.061675969	2.018862584	1.880956356	3.139016074	2.963686415	0	0	0	2.994600434	2.890789942	2.103693116	1.938350842	1.738778801	2.667450645	2.879054531	2.114414184	2.80575691	2.628312519	2.269087064	4.313958766	4.474676048	4.10216253	2.733681427	2.371576303	5.107701862	4.107414946	3.084143658	5.255156723	3.011144263	4.155476387	2.922083943	4.565255454	3.326000857	7.608523783	4.668812931	3.023066162	4.13921536	3.470769848	5.853819857	5.166029156	5.714060881	7.694420624	6.292593798	3.622943959	6.411722061	6.161013304	5.521281924	2.310960559	5.516641059	3.782344609	3.007841914	2.907864586	10.40273466	1.921881238	3.513744155	2.746206025	3.559399806	5.856592979	2.894960266	11.65342856	7.827252978	4.336402558
Spodoptera exigua	1.575482599	1.652438206	4.678298744	2.434656102	1.848957711	2.113943538	1.258218688	1.946931523	0	0	0	0	0	0	0	7.197216454	10.57548239	0	0	0	0	0	0	0	0	0	0.94169694	0	0	0	0.818411896	0.736375403	0.752353825	1.292843267	0	0	0	0	0	0	0	0	0.851414615	0	0	0.766558779	1.123367916	0.994734282	0	0	1.153517117	0	0	1.052726508	0	0	0	1.038194409	1.342309827	1.33995636	0	0	0	0	1.216479362	0	1.230881313	0	0.984259821	0	0	1.358498625	1.42519731	1.485994535	0	0	2.157631568	0	2.023080809	1.53046614	1.416733059	1.292366857	1.470629315	2.841524097	1.778237014	2.128616967	2.58476358	0.997722072	1.36163243	0.879788637	2.125695472	3.460030623	1.388322883	2.301644713	3.125779583	2.797854357	1.77185849	1.331585306	2.076770948	0	1.191286745	2.651740144	1.794861364	3.269968362	2.290550246	1.721226734	3.787815863	1.061239385	1.040873246	1.402587053	0	1.961494679	5.205947713	2.206604224	2.935543219	2.13217953	4.959377577	3.814727165	2.518307656	2.094958043	4.653655226	2.160853147	3.673045929	2.251790883	3.763867865	5.533239599	4.405831065	2.595341325	5.712022321	5.125079669	3.833891847	4.186161239	3.609717039	3.3704317	2.657166003	4.989968094	4.958522039	5.548035917	4.639464896	4.833471478	3.162409112	3.872741363	3.149678752	4.04978677	3.871639697	3.959369016	4.016241809	4.537851027	4.012684081	3.578441162	4.569144899	2.659991485	2.988642099	1.468585117	4.190941333	2.755979882
Tetraselmis sp. GSL018	0	0	4.933941775	2.934671969	0	0	0	0	0	0	0	0	0	0	0	11.0695024	13.32972058	0	0	0	0	0	0	0	0	1.963787718	3.497984444	4.337502997	5.351792553	0	3.179741675	2.417383531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.636760994	2.916346078	2.737267123	3.789029113	2.452077637	6.162521934	2.602621134	3.384514495	2.30551272	3.800470254	6.263376877	2.468330728	2.761104329	4.429998121	3.306488007	6.531307527	3.168101962	6.935322561	4.084277145	3.044914625	5.230793279	3.295137409	4.886402071	4.847086841	0	0	2.1748806	1.740226796	2.131812707	2.81338884	0	0	1.551923639	1.899374371	0	1.578307213	7.147211548	2.920903538	2.422258605	0	6.863810651	3.130522402	6.210497246	4.005366223	0	2.969030553	0	4.243161735	2.937834829	1.357815994	0	4.259585243	6.391864458	6.281886338	5.1091771	2.484607252	2.984757031	3.737382938	5.242343803	4.661804554	3.519482095	3.073478049	10.86224535	6.721203727	4.852741251	2.414307458	4.95849821	3.734962633	7.39162903	6.449870098	8.578638526	6.524971101	3.698970293	7.152700605	3.938850119	5.084561366	4.902732391	7.614664627	3.947660587	8.995020854	4.05622344	6.865914515	6.792447719	5.933966489	2.764125173	8.947475684	8.017650402	8.42626235	12.99948599	7.691963454	6.655628492	3.448935902	6.615964264	5.838771096	8.686206933	6.906618574	8.716363772	8.687398907	7.455489361	9.928439836	4.463376897	7.807494641	5.133743845	10.55073727	8.726234074	8.078125869
Ostreococcus tauri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.02436852	9.628769427	0	0	0	0	0	0	0	0	0	1.443221537	1.894982554	1.630373084	1.473034037	2.004856865	1.805246789	0	1.80731851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.026168687	1.931332457	3.866057397	2.57013562	3.694577132	2.371207247	3.117946725	3.926775726	1.862647563	3.480406446	3.935245576	2.889412165	2.792433386	2.094808724	2.3466355	3.474835592	3.735884749	1.974304506	2.095559756	1.124415084	2.081329059	3.262022966	2.980094876	4.338071246	0	0	1.272588168	0.994249961	2.145234854	0	0	2.014629656	3.43594109	1.514507064	3.451690642	4.296810493	4.93625011	3.946510559	3.265303117	3.007614335	6.611947444	4.598949833	4.514162868	3.39810615	2.845686176	3.705828151	4.629518959	4.673246053	4.216883337	0	0	7.005231224	2.786107059	6.630577243	4.867551789	2.429602086	4.717759338	2.20528547	2.179550203	3.695774884	4.620532115	5.100475669	10.69522836	5.884548365	6.839647414	6.541263359	5.588748588	2.278576388	6.778698287	5.518694889	11.51689323	5.511004385	7.891211846	5.967352228	4.049270048	6.915859538	5.806219548	4.723970307	6.822506571	14.64217911	9.435294326	9.349541526	9.529970126	9.042933378	5.394660649	6.323575665	4.833722554	5.611790993	14.80395256	7.982961186	6.895002112	4.017897624	8.704706611	7.067598149	5.208080979	7.317113537	5.678469861	9.771752867	5.613160201	6.821081892	5.600341823	5.756997823	7.11004627	2.341411223	3.202450634	4.796942174
Tetrabaena socialis	0.727463656	0	0	0	0	0.42011641	2.721225259	0	0	0	0	0	0	0	0	0.366774907	0.56321308	0	0	0.28600847	0	0	0	0.318587922	0	0.341623984	0.496307035	0	0	0.181152538	0.426679532	0.429468501	0	0	0.253921066	0	0	1.172849552	0.349029849	0	0.213078607	0.411039796	0	0	0	0	0	0	0	0	0.482524043	0.956582671	1.325242235	0.354706576	1.914275859	1.022900416	1.04673221	1.582661972	0.472395571	0	1.385845239	2.11890642	1.35853951	0.471083382	0.349113164	0.633468612	0.482649335	0.619697926	0.633901159	0.431278135	0.437566234	0.379286131	0	3.142908623	1.886143966	0.695591933	1.452682783	2.691603872	0.307191238	3.119846503	3.098769911	3.30712447	1.945670557	1.341045616	6.928745545	6.181844628	4.940978909	3.809492203	2.633754235	0	4.135843366	4.322547758	3.350083974	2.345157121	5.610523052	1.010676827	0.516599031	1.374612256	2.553466245	0	0	0	0.422137297	3.740749432	4.944725898	0	1.314696207	0.876620746	0.381653348	0.322294436	0.3386332	0	1.377591724	0.493844632	1.263430389	0.321138636	3.13260544	2.549024672	0	1.232591362	1.600662437	0.833463127	2.164768295	1.962790034	1.533512377	3.539222191	5.504241991	4.720320597	2.187174619	1.120129794	4.903435681	2.377492039	6.381631009	3.845237714	0.834804202	4.046242672	5.95311141	2.951256784	1.512866373	4.884140275	2.304916	2.81606896	4.014475335	3.061997834	2.334725646	4.160244995	1.287214678	1.121140386	2.126595471	1.187000965	0	1.096112847	1.229143994	0.73791747	0	1.360218643
Artemia franciscana	1.982017151	2.983449725	5.159781011	4.303848375	3.952820199	3.288037479	3.038372387	3.68126974	0	0	0	0	0	0	0	9.022363364	9.441567365	0	0	1.222350109	0	0	0	1.461832441	0	0	0	0	0	0	0	0	0	0.861868483	0	0	0	0	1.70236019	0.919982605	0	0.856201356	0	0	0	0	0	0	0	0	2.955731542	0.624343816	1.683673774	0.606788002	0	0.628331763	0	2.074718857	1.008840782	0	0.723107346	0	0	0	2.377097849	1.113638958	0.91924945	2.764696842	0.652018728	1.314895436	1.067571863	0.760992381	1.316243622	1.553528005	2.124596358	0.794005149	0.723197771	0.611789658	1.39869264	1.265710557	2.510464869	1.122434492	2.27596483	1.863544063	2.598711785	2.349794472	3.88772846	1.247788312	1.034345952	1.096502134	5.370219977	3.826874305	2.052124871	3.585378408	2.748170554	4.668015663	2.47113561	1.014953348	2.594895231	0	0	4.685633146	3.978480576	3.674676297	1.962140001	0	4.627677949	1.711082507	2.224008075	2.353280754	3.256071991	3.103125677	11.59895765	4.758895695	4.908492251	3.82955856	4.574428317	4.632692517	3.708978828	3.053023229	10.62057154	4.008992393	6.561593392	4.623579771	2.839403501	4.273733353	4.737687618	3.198490941	5.366930883	11.82869885	6.594557728	5.220509594	6.790576384	5.90622124	2.158146832	4.11927292	6.502545689	5.786697573	15.65364975	6.164527953	4.805033597	1.853332961	5.789323537	6.695414805	6.96735792	6.82479125	5.866218731	15.56607885	7.352219384	7.344499446	4.316787701	2.908010556	7.188060942	2.40183419	7.193662715	5.932066596
Haptolina ericina	0	0	10.81661953	0	0	0	0	0	0	0	0	0	0	0	0	33.9179819	44.25948484	0	0	0	0	0	0	0	0	2.667596046	0	4.128301646	2.422349592	2.84759551	3.050770396	2.396013946	7.252873217	9.167468634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.871854367	6.165905536	6.893094406	9.499647474	3.204050849	4.399417336	0	9.849552437	9.936075039	6.566228861	5.173284717	3.634069335	3.321383772	6.730446489	5.142534644	8.141597226	6.90215533	9.473372464	8.512392959	6.097303083	7.52485159	13.50715999	10.71124516	8.634759863	8.36451894	0	8.834110252	0	10.12039968	7.437790296	7.531544667	8.64206999	13.75077955	7.345111096	6.512423687	16.56353376	21.99495854	10.48028216	10.19728474	5.773985955	26.58433836	19.92557941	12.95756491	13.81586133	9.512109979	20.82998589	12.35878282	11.85752832	15.30981249	3.186135116	3.1792682	12.52365375	16.73942944	19.73967964	16.28631948	9.126229127	14.1368802	5.471294704	10.14525592	7.375263923	9.768087096	10.52716397	25.32448364	16.35837817	16.12037153	13.85377534	17.36770342	11.40942493	15.23937618	14.3270773	21.09157398	12.04915714	16.37015573	16.95156176	14.78371402	13.69920439	15.81860054	13.85015517	14.97705179	31.60295109	19.51067772	20.59716171	17.86240832	17.44644201	14.3262242	12.08422172	16.2540948	18.71507294	31.8145282	21.09544477	11.47634109	9.612489251	18.36144046	18.88330817	18.93302209	23.69497196	15.29315302	27.35403702	18.08310479	20.52088251	16.23605596	14.44514552	17.42379615	13.35006837	18.09806272	18.82559171
Caligus rogercresseyi	0	0	0	0.448330037	0.542444211	0.550605724	0.427330582	0.635372134	0	0	0	0	0	0	0	1.845031873	1.063286971	1.918639153	0	1.317052274	1.854119707	1.723686124	1.955195829	1.76638312	1.632633711	1.058307987	0	1.288803135	0.470668828	1.23464709	0.945530797	0.789147806	0.929840833	0	49.73408381	12.50234098	0.9138226	1.108373794	19.91403496	1.237104169	0.457031071	7.222316589	0	0	0	0	0	0	0	0	1.115663574	1.256329271	1.106293453	0.992962322	0.808254244	0.670659237	0.484581375	0	1.516130119	0	0.80446498	1.051410218	1.275715124	0.837960825	1.004348152	1.121563822	0.683941201	1.15410091	1.168351065	1.27534558	1.381919588	1.231498694	0.696038056	0.923597355	0.920848977	0.667302045	0	0	0.537188715	0	0	0	0.396011102	0	0	0.691331061	1.050440872	0	0.539855096	0	1.862294142	1.03621913	1.188007662	0.562066412	0.52218235	0.610499787	0	11.81290622	0.989685109	0	3.362727127	5.42488713	4.564149822	3.077258608	5.601098159	12.18378558	1.174288469	1.373286959	2.078151653	5.554767789	2.087703084	0	0.67307474	2.054689375	3.945228687	2.009130057	0	0.986086417	2.054060209	1.338517592	0.946160124	1.129770291	1.623081777	1.713610462	1.147364514	0.553283182	0.893824098	0.931954585	5.006492756	0.653450166	0.679440979	1.425730931	1.407931081	0.818484673	1.025058751	0	0.540260134	0.972341748	1.115192793	0	1.396091716	0	0.881619377	0	0.66010226	0.946770877	0.961002602	0.500480916	0.487721342	1.493545624	3.464098643	1.557129256	0.70838648	0.580922401	0	0.761646431
Diacronema lutheri	12.97946009	0	4.892013915	2.532922578	2.850042709	3.149558031	11.62383554	0.873170038	0	0	0	0	0	0	0	3.038706546	6.198712083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29732136	0	0	0	0	0	0	0	0	0	0	0	1.404685464	0.922541167	1.509587994	0.916727138	0.783691254	1.169126611	1.293745038	0.841072872	0.963669649	0.848065215	1.179750461	1.779704278	1.94669257	2.56393488	2.274731906	1.453857062	1.766014634	1.247281944	2.436642437	1.580516083	1.469851724	0	1.146205836	0.992147574	0.87020582	1.254679366	1.112023912	1.206579329	1.221138877	1.484761079	0.707776226	0.742379123	0	0.71257036	2.015556689	0.639027188	1.603130559	0	0.900811099	1.623049766	1.385069254	0.927290863	0	0.676165484	1.483621119	1.339108945	1.967241381	1.196281264	1.181720884	1.743952987	1.492502921	1.258848229	2.043008494	1.323748709	2.10023975	1.120895154	1.589805656	0	0.50398823	2.013189993	1.509495637	1.07354423	1.341481248	0.510722205	2.041398169	1.660971002	0.869907715	0.830951659	1.46845351	1.366434831	4.237809602	2.369779707	3.48462411	3.424293304	3.925193778	3.151595423	2.043668159	3.638558275	4.215325218	2.964506317	3.197607515	2.967916618	2.053139314	4.037423696	3.457738234	3.747767719	3.758422661	5.035910183	3.386603074	3.515898216	3.769501293	4.091686405	3.301421168	3.883291793	3.866651291	3.285661538	4.380332422	3.196879336	2.778141831	3.990769601	2.301951753	2.310833165	2.306401804	3.056322577	3.898807138	2.023530975	2.422066303	3.267119714	3.255730976	3.009605768	1.850067404	4.04808842	3.286992788	3.200404727
Hydra vulgaris	0	0	0	0	0.292489386	0.530819494	0.24313105	0.505906628	0	0	0	0	0	0	0	0.28796454	0.199698438	0.786452914	0	0	0	0	0.482586728	1.314819202	0.564407413	0	0	0.249112511	0	0	0	0	0.262283385	0.238560309	1.073642095	0.630563969	1.283947512	1.51893719	1.141555168	2.224275057	1.906424581	1.84957287	0	0	0	0	0	0	0	0	0.303982591	0	0.448432255	0.652037716	2.025934715	0.338789846	0.795324068	0.397307091	0.450392019	0.418622397	1.151865219	1.569224055	0.933822435	0	0.238847094	0.520361204	0.24514892	0.306181273	0.432714884	0.277310501	0.382302093	0.272687926	0	0.265704857	0.561506192	0	0.866520125	0.317256547	0.272617891	0.435491189	0.39826805	0	0.173942893	0.339843999	0.738164575	0.787556497	1.917493475	0.336259303	0.643624574	0.249095914	2.038781538	1.514211194	0.596197473	0.314093671	1.296807618	0.594379206	0.436704604	0.222894054	0.563980985	0	0	1.140429162	0.230349149	2.668980437	2.105136501	0.345766905	1.059611201	0.470408256	0.950694249	0.349225028	0.402422939	0.649470166	1.42033843	2.109031898	1.811602292	1.047996466	3.74045258	4.026483993	1.108380007	1.810453547	0.614539826	1.445750584	2.049309347	0.94126924	2.108580201	1.892339336	3.165855973	2.945909949	0.796753651	1.240832919	1.140750302	1.068649717	2.861072243	0.956962841	1.897845206	1.353634609	1.518180765	1.828143335	1.006494292	1.097730026	0.715388448	3.397147986	1.561092516	1.306715763	0.530422336	1.132926848	0.544856129	0.550086987	0.410851949	0.295432856	0.961206602	0.799132532	0.360473518	1.931111541	1.429000674	0.396422102
Mantoniella antarctica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.15750578	55.64840363	0	0	2.50190318	3.204682295	6.692591391	0	0	2.216027831	14.77361007	15.83912163	16.97927256	12.71234658	15.20016121	18.28990996	18.22421207	15.18543905	20.34778254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.41036725	11.55513356	11.20241534	15.94696315	11.42809414	9.943619147	8.397695356	14.50669394	18.28359619	5.965693196	13.08982257	8.62297569	7.499208746	13.44044804	12.01709315	12.17745688	12.1969114	12.6258538	11.45930342	13.10228351	11.36089352	11.83794907	12.72205679	13.26364893	9.983565144	6.231777699	20.33101401	2.050764674	15.15523457	14.69003179	9.324419185	7.388511148	9.812104531	14.80140836	10.74568624	21.02229669	29.77750828	12.76978409	11.45954672	3.41465228	26.47659654	27.74992053	19.25092833	14.10972796	12.36313256	24.61867101	19.62041156	20.38219184	21.29176986	2.735867863	4.773761258	12.25918436	26.44866866	30.91214688	28.96553097	11.69990778	17.30473126	11.98167256	14.64071892	14.85718245	13.12854606	9.835306961	19.56777056	25.30535878	26.16367966	27.9260586	33.9795267	17.84893318	30.29268038	29.46524168	16.3987183	20.04396013	32.11642367	32.96336684	31.18827449	46.65911461	40.00593305	30.32011074	38.44440898	28.1530591	31.73509016	51.53754423	45.23567531	45.97269014	25.85219151	34.19189929	55.50661364	46.35744495	40.65292574	41.24862434	29.68918823	20.91587399	47.96176081	44.53761105	41.60352483	49.28710388	33.77995236	42.60688604	43.32645839	44.14933717	26.98240016	26.66470258	48.86777559	24.76399884	43.77642989	43.45971774
Drosophila kikkawai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.493236813	3.638133844	0	0	1.343889428	1.015436004	0	0.904263675	0.623892116	0	1.04343801	2.316740142	2.027140841	1.970260819	0.987531828	1.777023953	1.279526462	1.867919407	1.415150368	0.852922055	1.311748671	0.915161618	0.916461132	0	0.746053593	0	0.710839542	0	0	0	0	0	0	0	0	1.583168067	1.145386905	1.038093452	1.24081852	1.5101412	1.618043836	1.612758272	1.089623493	1.418423062	1.491877606	2.691139091	2.021407285	1.408373243	1.98207877	1.671268978	0.788185143	1.435900207	1.119280542	1.99414149	1.546517428	1.421882579	1.859215817	1.970684879	1.399924408	0.988188258	1.880994731	1.122978317	1.637932605	1.073821751	2.845162125	1.04907954	2.614627987	2.255136829	2.891093819	0.831322207	2.51547558	2.423522828	2.256851128	2.470584404	2.050063888	1.292678365	2.499793798	2.468913001	2.363672056	1.627441882	0	1.563903424	1.060518066	1.972898714	1.348271948	1.949368445	2.16482957	1.244208772	1.298920283	2.553751424	3.214558122	2.230332192	1.957326711	2.11963481	1.544077877	1.109549965	1.071562217	0	3.621173555	3.054171502	2.439107718	1.450351512	2.119955531	3.565281019	2.694130826	0	2.177466236	3.615758152	1.362002806	3.707962337	1.780846051	1.505983173	1.492762699	0.784415276	0	2.068208206	1.817521532	1.990481092	1.004952051	2.501935677	1.500688005	1.469449912	0.967225053	1.038528933	0	0.750005364	1.350853995	1.172255918	0.777040339	1.31264174	1.122560664	2.623544896	1.178568432	0.805776511	1.075606596	2.639927787	1.699870022	0.678317218	2.848645696	2.178397437	2.109269087
Desmophyllum pertusum	166.1763336	170.9882384	188.678572	149.6475997	161.4613829	158.4000829	161.7616946	125.2506744	0	0	0	0	0	0	0	63.08672919	113.2480932	0	8.050892847	8.352357389	10.22315555	8.524522767	0	0	0	0	0	0	0	4.651472203	4.703115216	0	0	0	7.282788173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.66993267	36.69860181	30.87276073	32.99943492	26.28469306	23.34379492	22.84604669	31.03353215	32.35163345	38.03831583	30.37443426	28.97082482	23.60955571	36.57606493	27.47770166	37.59021091	33.41937471	41.18271266	48.42619126	33.6908591	35.88144869	33.86430412	30.6398437	25.12089505	25.43544067	39.63354335	38.98301685	14.23472213	31.85034764	39.89073137	25.36645983	42.27511403	31.16386607	39.9415769	14.91216856	40.18516665	52.59139008	41.80762361	51.95448551	33.28149374	57.19564994	55.10680574	71.91725918	55.066816	76.39872268	84.09673916	53.79715201	41.38081101	75.44509325	29.18857389	20.00985507	75.42308227	54.7235265	46.9758355	51.80047764	41.14290462	49.65628682	32.25206015	39.22343098	35.58459005	38.38081666	40.31493696	57.02633882	53.6487895	61.09696315	55.22477526	65.20121819	48.40807935	57.39631405	60.41651283	59.84591443	69.04654876	42.47834738	48.88095378	47.31876169	37.84398941	41.20415648	64.83873281	49.14485988	55.99240573	39.50342098	32.9337143	44.58654919	45.89718099	65.21882538	53.28444594	31.58016066	57.4598215	64.61662867	26.22958464	27.281756	31.95500684	32.16766518	35.5236782	30.9590624	24.26752259	50.354124	27.54438465	19.86296261	45.86718044	66.82902738	48.66461332	25.1237198	69.5240129	49.23708147	38.09045194
Amorphochlora amoebiformis	2.056236991	5.908861636	4.384405883	3.272923582	2.174914034	4.60234294	1.544412863	3.324476988	0	0	0	0	0	0	0	10.21501867	12.98911174	0	0	0	0	0	0	0	0	3.471148185	1.830908326	3.667105597	2.841452931	1.392871982	1.980310376	2.391227567	1.251363506	1.403853698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.364977781	2.207382166	4.792081442	3.703413889	1.217676279	5.042703714	2.681933967	3.063904558	5.048502303	3.145388386	6.547100737	1.91247718	2.265834209	3.320896232	5.234871693	2.828552695	2.494064704	3.108356241	3.617927838	4.255881986	2.972353672	2.199563	1.60571882	3.71174054	5.437793163	2.553424472	2.879205567	0	4.946508866	5.184271011	2.298678676	2.333528413	0.677852565	3.151173108	0	3.454797203	3.520362979	3.302285202	3.442405347	1.925828145	5.838960023	5.062550451	3.519426154	6.777012854	7.909903752	4.505538852	4.025692378	2.506067793	1.381097987	1.808560534	3.290063818	5.4842612	6.613668832	4.568693893	3.627850407	4.234493486	6.755076784	2.897170955	3.893967082	1.376975113	1.354378615	5.940945814	13.2789573	11.00586708	9.579963217	10.08621879	10.85161848	7.228028592	10.26838614	11.05183794	13.08948712	12.0006093	10.54959643	10.74084521	8.569108991	7.882845836	9.590012689	13.42703075	11.7118352	15.45323743	14.64360933	8.613198445	10.65333216	7.600936146	9.803087323	9.533799438	8.198948679	12.57124241	12.19787922	10.37594538	11.93186087	9.512258253	7.606895551	8.997654183	7.487781013	8.942019916	10.17102384	8.072890185	4.665757879	7.069799487	10.56777877	11.15553439	8.579324972	11.34036165	10.17764284	10.13676844
