	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161	CXD_0802_FDSW210423162	CXD_0803_FDSW210423163	CXD_0804_FDSW210423164	CXD_0805_FDSW210423165	CXD_0807_FDSW210423167	CXD_1001_FDSW210423173	CXD_1003_FDSW210423175	CXD_1004_FDSW210423176	CXD_1007_FDSW210423179	CXD_1009_FDSW210423181	CXD_1015_FDSW210423187	CXD_1201_FDSW210423188	CXD_1202_FDSW210423189	CXD_1203_FDSW210423190	CXD_1213_FDSW210423200	CXD_1214_FDSW210423201	CXD_1215_FDSW210423202	CXD_0204_FDSW210423206	CXD_0209_FDSW210423211	CXD_0210_FDSW210423212	CXD_0213_FDSW210423215	CXD_0214_FDSW210423216	CXD_0215_FDSW210423217	CXD_1401_FDSW210423218	CXD_1402_FDSW210423219	CXD_1408_FDSW210423225	CXD_1412_FDSW210423229	CXD_1414_FDSW210423231	CXD_1415_FDSW210423232	CXD_1604_FDSW210423236	CXD_1609_FDSW210423241	CXD_1610_FDSW210423242	CXD_1611_FDSW210423243	CXD_1612_FDSW210423244	CXD_1613_FDSW210423245	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
SD_QD_2023_07_100_ultra_bin_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.512675629	1.604586758	1.588619189	1.70651439	1.800141071	1.153481303	1.622969727	1.542607266	1.759649014	1.069602436	1.204568969	1.889210873	1.697799536	1.308421598	1.020493556	1.368288058	1.061715716	1.109987577	1.193142366	1.440519609	1.10589815	1.053749029	0	1.280049126	0	1.29966557	2.394758951	1.407365067	1.540858748	1.633678433	1.369252973	2.106584305	1.909521935	1.369442518	1.36494774	2.160817353	4.399503932	2.715655071	2.607114005	2.69275683	3.412104841	3.537476086	2.367069634	1.471100852	1.857255829	1.600273647	1.264726792	0.902388855	1.848690779	1.059134578	1.219775106	1.891951316	1.785149529	3.456093239	3.604714292	2.185765795	1.742930297	2.028026146	2.222806613	1.699658267	1.38760769	1.771939752	3.481899519	5.94909831	4.681570912	4.804095328	6.350954577	6.941102937	5.831930769	5.041418155	2.384255818	5.684035971	4.657348537	4.779093253	4.859403144	4.781484806	5.7165613	6.817908969	4.331677044	2.204257826	3.633268014	3.930642734	4.824338615	3.972381295	5.361676147	4.898413857	4.063012742	4.620475986	1.640980184	4.305756079	3.505179724	6.124848362	3.457559998	4.514981528	4.166732075	4.011800656	2.566486469	1.533101822	3.806270675	3.063631224	3.724834157	4.028822576	2.426610813	6.864699842	5.201315663	3.631306614
SD_QD_2020_06_15_bin_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13214847	3.632398578	3.462081715	3.710242767	3.060564696	3.263184084	4.201870847	3.021513829	4.037567768	2.388309716	2.784158263	3.290307013	2.613931917	3.507456844	2.753784201	2.98056227	2.142623397	2.24571562	2.88635727	3.530867037	2.426266958	2.415942974	2.199679842	2.836269794	2.362491221	1.253639497	5.116051139	1.412788785	2.229670818	1.889259706	2.498035645	1.881299295	2.211426617	1.987680224	1.995854202	2.755939175	4.977809914	2.633666138	3.114250396	2.721462149	5.173399819	4.88950644	2.803414798	2.429900655	2.416508396	2.935098144	2.033837481	1.110526358	2.488074097	1.425384222	1.258630222	0	2.82562479	4.357656299	5.235997839	2.524788714	1.555883459	2.369453088	2.777920809	2.203046998	1.610619503	2.292591919	7.368453039	3.946540522	5.10239287	3.615823527	8.742312241	9.898817743	4.492175453	4.844120192	5.513678862	4.954185061	9.908485505	7.336183039	7.931160735	14.75593182	13.09335793	10.21759777	10.13963816	7.797145631	15.02067761	11.39704622	12.78418729	9.885682367	4.628464478	10.83373649	14.97433392	9.775055909	7.477318454	14.68938674	8.972218437	15.31373522	12.34226039	14.0327327	10.10849564	13.4531638	6.995711695	7.162850925	8.891876263	4.110095142	4.603892768	4.266015678	9.142357173	5.353439732	5.400360593	8.170912922
SD_QD_2023_07_60_ultra_bin_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22861786	0	0	0	0	0	0	0	0	0	0	2.21580992	2.694328959	2.56634761	2.684865095	2.500085913	1.992306615	2.352048151	2.116895207	3.312603616	1.546748911	2.291971305	2.38045124	1.967241456	2.183842624	1.940378028	1.909538213	1.677918575	1.514020782	1.706965891	2.355866476	1.845434609	1.756902123	1.627924214	2.048495379	2.297058567	1.236345604	5.3860931	1.273586406	2.088160121	2.048219622	2.515915684	2.393286829	2.341495393	1.505145722	2.051967274	2.970138736	4.547987984	2.877306736	2.830376568	2.098339275	5.012499924	4.165531265	2.97413372	1.912358764	1.97364466	1.920041516	1.73247396	1.27652478	2.194631172	1.046941834	1.337033406	0	2.553983408	3.934783634	5.257443808	2.426288978	1.477847789	1.820589258	1.867104451	1.53609908	1.310238857	1.272766852	5.298177928	2.002301076	3.094403855	2.568370807	7.286267912	8.166380297	2.642074625	2.67108124	4.244914298	3.705670743	8.054999343	5.622862788	6.819110393	11.51178684	11.41682182	7.497346297	6.638473867	6.480409756	11.25136066	9.357783208	10.2009483	8.346250666	3.183874719	7.46116118	9.521558998	8.044990218	6.0805268	11.14810622	5.214263761	11.95271661	9.698593257	10.26483623	5.934699825	9.962268375	2.904282774	4.157762257	4.827466224	2.467771681	3.252581721	2.535116286	4.075986865	1.664933653	3.252282977	4.567643133
SD_QD_2023_07_80_normal_bin_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.013157298	1.415539243	1.228686377	1.568890868	1.14048301	1.283529495	1.609649273	1.131423769	1.706590102	0	0.958168829	1.348360014	1.210943295	1.208193413	1.125580293	0.961591915	0	1.117917012	0.934804123	1.210976179	0	0.942051367	0	1.165527071	0	0	2.488217421	0	0.796667296	0.908168994	0.969351823	0	0	0	0	0	1.905138953	1.151952164	1.095461176	1.095120829	2.371524878	1.974952618	1.109988362	0.900902439	0	0.947317926	0	0	0	0	0	0	1.227894723	1.560301783	2.073588181	1.220182429	0	1.01339924	1.093103023	1.005626211	0	0	3.224931964	1.636041918	2.033952929	1.78420853	4.423157181	4.286149984	1.701024628	2.088072993	3.463606282	2.539869018	4.720887398	4.051998369	3.731661651	7.650134017	6.112372123	5.630397751	5.158744782	4.107268332	7.904546548	5.415874067	6.589619154	5.074087369	2.064008664	5.322553991	6.809589213	4.974268288	3.960579654	7.749885554	4.580116909	7.69860053	6.642778222	6.91665932	5.19462043	6.958716604	3.447860597	3.258179952	4.31266681	1.990241996	2.066105712	1.710710962	3.842589887	2.259515788	2.979433002	3.682415361
SD_QD_2023_07_80_normal_bin_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.470563433	2.357891683	2.764566122	3.09656841	2.122315141	2.075920018	2.304353354	2.149243261	3.583332765	1.549507397	1.983018496	2.619525765	2.536698766	1.871766979	2.188494946	1.720505063	1.762004089	1.495944393	1.608967159	2.121933516	1.708212157	1.737299093	1.444689252	2.4070979	2.043617489	1.28739677	5.065146771	1.40149087	1.756213991	2.250234505	2.584129966	2.529280358	2.68224202	1.585425648	2.127536958	2.529226888	4.281600374	2.949793737	2.664097994	1.57504513	5.256533422	4.536582604	2.948933474	1.966971997	2.182505846	1.802911374	1.690953861	1.058955466	2.333752282	0	1.382634719	0	2.944994263	3.750994073	4.314329106	2.090730779	1.500435673	1.601450729	1.858507951	1.399519627	1.328683403	1.00466972	5.365568601	1.944706214	2.794968864	2.269900537	7.135878279	7.945818133	2.594415751	2.727423227	3.737218727	3.193194089	7.947740035	5.211888683	6.392399378	10.86481112	10.81051877	7.219318875	6.701107696	6.184038436	10.9804958	8.082502072	9.541851166	7.506722784	2.902454195	6.808781239	10.36277775	7.581511737	5.4436746	10.71878585	5.47042267	12.22593559	9.552227877	9.62923512	6.153056295	9.967051066	2.890668509	3.853165095	4.228212287	2.51974186	2.648638102	2.022491651	3.841984188	2.012500932	3.141369937	4.126358011
SD_QD_2023_07_80_normal_bin_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903836457	0.994067786	0.823234976	0.821761089	0.799467224	0.900042812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.340341939	0	1.073760533	0	0	0	0.744295218	0	0	0	1.78144457	0.950567186	0.908437698	1.061151679	1.895046111	1.676743014	1.045972384	0	0.990585181	0.992526596	0	0	1.113491475	0	0	0	1.386759508	1.86977145	2.222043399	0.878399173	0	0	0	0	0	0	2.228567863	1.177579439	1.546402364	0.852349741	2.94793195	3.137074763	1.408624515	1.162221699	1.950922041	1.180848749	2.813142794	2.369561421	2.760370087	4.472898035	4.8147232	3.990133323	3.158448543	1.993848045	3.827759834	3.503469202	4.41234004	3.241750919	1.202358297	3.686936109	4.143342423	2.513461691	2.764194227	5.172205175	2.805135574	5.47658336	4.36348888	4.778073843	3.511577408	4.74759578	2.230278636	1.807861909	2.656641694	1.082727088	1.11779359	1.119016749	1.748927759	1.319170414	1.619363108	2.242550929
SD_QD_2023_07_80_ultra_bin_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883002019	0	1.393907851	1.404181174	0	0	0	0	1.77118335	1.472580319	1.524582071	3.421251933	2.597811087	1.544662217	1.807690542	1.322770338	2.770877669	2.188167824	2.752123384	2.820786463	0	1.932015179	3.193124039	1.929706234	1.314876041	2.574127068	1.69009605	2.658166924	3.345511626	3.08382973	2.297043456	3.575928785	0.817202499	0.973998218	1.907944226	0	0	0	0	0	0.928295218	1.523593439
SD_QD_2023_07_80_ultra_bin_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.134665012	0	0	0	0	0	0	0	0	0	0	0	0	0	1.011560788	0	0	0	0	0	0	0	0	0	0	0	0	0.963215568	1.680912115	0	0	0	0	0	0	0	1.476135601	0	0.755419086	0	2.383250223	2.496720211	0	0	1.419211735	0	3.936648884	1.294498336	2.355435545	3.250987169	4.577863856	1.397997523	2.005283062	2.499090523	5.51291017	5.295489812	4.610614624	2.948039598	0	2.559160355	4.99771428	2.47166727	1.759549325	4.155622809	1.521924339	4.161368305	5.205312088	5.411781467	2.495875278	3.946904863	0.892829281	1.396550486	1.629807456	0.944525839	0	0	1.445496793	0	0	1.104180492
SD_QD_2023_07_80_ultra_bin_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993294388	0	0.842166761	0.920422182	0.85038152	0	0.934312112	0.900099502	1.15647203	0	0	0.946191211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.623217141	0	0.932635982	0	0	0	0.732631376	0	0	0	1.630177574	0	1.115875961	0.983474451	2.169114591	1.774906788	0.937899115	0	1.003437131	0	0	0	1.024695583	0	0	0	1.287856735	1.877384686	2.215880393	1.151544116	0.844727569	0	0	0	0	0	2.538302242	1.420755639	1.432606256	1.100160545	3.351673546	3.817484118	1.251490471	1.278242605	1.64730049	1.593949675	3.498952433	2.442740094	2.971584694	4.466999901	4.631782088	3.787038344	3.373207939	2.196757842	4.53776542	3.603814311	4.102703896	3.056947057	1.068587938	3.971443618	4.141622938	3.010873932	2.278537245	4.946838584	2.454928712	4.692927395	4.573305311	4.533909335	3.486238365	4.499315387	2.005319194	1.916856125	2.066380434	1.076445274	1.062900946	1.226672285	2.080505451	1.554086364	1.45283619	2.421646734
SD_QD_2020_06_15_bin_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.873933615	3.270049561	1.486427769	0	0	0	0	0	1.107858349	0	0	0	1.876232836	1.185052851	3.56891602	4.158177201	1.994124764	1.434595648	1.277067785	0	1.478865167	0	1.834727306	0	0	0	0.845943631	0	0	0	0	0	0	0.945407223	0	3.126632539	0	0	3.871969083	6.113308509	2.128408905	0	0	0	0	0	0	0	0	0	0	0	0.876172575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.816702023	3.695389183	4.618614593	4.156477474	3.641948203	2.86243249	5.017345973	2.994596325	3.659252387	1.958594439	2.442630914	4.368831472	5.278994457	4.226146253	2.938943093	3.633383305	2.165713904	2.035779476	3.027096963	4.10075205	3.398156257	2.501111872	2.229294775	2.94850148	1.022825521	0	1.016893984	0	0	0	1.843862709	0	1.823266215	0	2.199308953	2.32119601	3.110828713	1.224819377	1.150315491	1.930071525	5.733210525	3.340762806	1.229311933	0	0	0	0	0	0	0	1.277161213	0	1.05116113	3.230381387	5.231260202	2.990598981	0	6.285862235	6.017660742	5.720390938	4.353626476	0	1.305614411	2.86487682	2.216797127	2.890655537	2.370655849	2.510027377	3.350196212	2.685229725	1.015785239	1.376636226	1.936626621	1.985974161	2.078499511	1.231679503	2.777176782	1.645695718	0.990055426	1.05375324	1.555941865	1.212920384	2.021635111	1.069548785	2.596772287	0	1.204424034	1.53448501	0.822668001	2.052372147	0	3.612550684	1.376406965	2.267048535	0	1.150168773	0.728014791	0	0	1.250766854	0	0.95639958	0	1.244547755	0	0.826044914
SD_QD_2023_07_40_ultra_bin_16	0	0	0	0	0	0	0	0	0	1.046601436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.468433341	1.54725568	2.005005042	1.719474039	3.876038021	1.504326098	1.54656121	1.420111282	1.466690371	1.237449363	2.650922845	4.274311749	3.34281702	1.944888305	1.065365153	2.132279253	1.123532974	1.303841135	2.20392892	1.530088308	1.350956966	1.37665968	1.056855406	1.40146323	1.284044679	0	0	0	0	0	0	0	0	0	0	0	1.097405478	0	0	0	1.63819575	1.34122625	1.065884455	0	0	0	0	0	0	0	0	0	1.217504615	2.706095011	2.769730367	1.150773937	1.116766724	1.167970933	1.240873558	0.921071786	1.554884476	0	1.016916057	1.026902826	0.838967842	1.180879655	2.14091077	1.362593415	1.105095541	0	0	0	1.566894561	1.206349933	1.97805943	1.68545229	1.944991325	1.513870843	0	1.227248406	1.505596464	1.209508347	1.984142108	1.016410306	0	0	1.647167023	1.193633317	0	1.506503394	0	3.076009907	1.305105784	2.374793711	0	1.332526974	0	0	0	0	0.935221238	0	0	0	0	0.807646605
GD_ZH_2021_05_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.796002595	0	3.879809946	4.144004436	2.55405761	2.556534149	3.008751398	1.478555672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.750468786	11.59169968	9.697045764	15.95480549	28.15589474	18.39511536	11.70725578	11.3712574	0	1.453763184	1.013508077	1.310731607	0	0	2.244082402	0	0	0	0	0	1.373393699	1.780653241	0.978674506	1.418265913	0	0	0.920188502	1.138708801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.622470051	0	0	0	2.275201748	0	0	0	0	0	0	0	0	0	0	0	0	1.424600985	0	0	0	0	0.970916332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2023_07_20_normal_bin_3	0	0	0	0	0	0	0	0	0	1.662111197	1.550315341	0	0	2.693324335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53035512	1.771948228	1.58664411	1.591668382	3.100261781	1.408512617	1.943508538	1.218014055	1.461214661	0	1.749547313	2.891144132	2.829303149	1.273764331	0	1.512638789	0	0	1.057003195	1.302491269	0	0	0	0	0	0	1.292627627	0	0.840068073	0	0.974539655	0	1.046087047	0	0.952236981	1.064140336	3.213605734	1.025449244	0	1.022631675	2.930032689	1.735081377	1.011834588	0	1.000960779	0	0	0	0	0	0	0	1.424440237	2.09464285	3.098073647	1.495693206	1.209616181	1.323465378	1.309270103	1.449483011	1.170556969	0.987709321	2.056538226	1.282133976	1.394543502	1.858403612	3.790777663	2.841537846	1.54718472	1.3487919	1.256560465	1.106522742	2.306663387	1.291681117	2.542605849	2.067261343	2.577147226	1.62426347	1.472959543	1.387688768	1.633661602	1.458599595	2.168275608	1.429898796	1.46661834	1.194960064	1.729680666	1.797427048	1.002900357	2.123802093	0	2.770207137	1.127671706	1.550505234	1.33625607	1.388119661	0.814689415	0	1.295872631	0	0	0	0	1.176817626	1.508602529	1.065951763
SD_QD_2023_07_80_ultra_bin_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.561179396	0	0	0	0	0	2.080326658	1.352370521	1.192143695	5.330340309	2.651650678	2.122983386	2.299822712	1.673300135	4.108200186	1.944112885	4.754174077	2.220131744	0	2.343593899	4.620840915	1.673170309	0.789431674	2.965936979	1.551408013	1.257424556	3.333524087	2.969098102	2.06766513	4.355569952	1.013637721	0	1.506131333	0	0	0	0.984735698	0	2.263607145	1.456310982
Araneus ventricosus	0	0	0	0	0	0	0	0	2.065936244	0	12.96969335	0	2.699933598	7.195964694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.384223943	0	0	0	2.390497022	15.53334088	0	0	7.578161257	0	2.829219556	4.813769035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07439943	0	0	0	0	0	0	0	0	0	0	0	0	0	7.235341052	0	0	2.642898421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.83163167	3.875541148	0	0	0	0	0	0	0	1.278864402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.573499284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mytilus coruscus	0	0	0	0	0	1.219153851	0	0	3.606059369	0	20.70252678	0	3.837880656	12.90083446	0	3.437487276	0	0	0	0	0	1.031570441	2.412686157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.84278084	0	0	1.448324494	38.62382343	0	3.909143166	1.804608839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.059281433	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06851877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.30105976	9.774274342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entamoeba histolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.338464016	3.441164777	7.86955021	9.723087315	7.782289468	7.074359701	6.642219937	10.04816398	0	0	0	0	0	0	0	9.064818072	8.311559976	7.974012778	6.198438403	6.909018987	8.558572787	11.94896734	6.358430324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0652318	6.264608406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Petrolisthes cinctipes	0	0	0	0	0	0	0	0	0.261323238	0	1.000471779	0	0.283560029	0.242186141	0	0	0	0	0	0	0	0	4.031740771	0.386500643	1.017687131	1.169521199	1.863245203	0.460263377	0.798826511	3.765455945	0	1.392246956	0	0	0	0	0.392046774	0.275660678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988472742	0.25673112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.038619381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corethron hystrix	1.069938217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.608838255	0	31.93755504	9.673023737	63.30530858	17.57572953	26.22914686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.980241991	2.333971507	4.18033226	3.198830499	2.376372233	2.818844657	1.209052209	1.794252235	0	0	0	0	0.863062444	0	0	0	0.651988457	0	0.880008061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mytilus edulis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.203162685	0	2.296004176	0	10.8366297	1.447367507	5.62875042	90.32885141	0	0	0	0	0	0	0	0	0	0	0	0	5.559827614	5.696741351	0	27.22880896	0	0.650684867	2.830320644	24.56411718	0	6.551636877	3.658084292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.022179195	1.266249453	0	0.666642666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.776995312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Botryosphaeria dothidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.066397893	0	7.140153488	0	0	0	7.02273914	0	0	0	0	5.207790646	0	0	0	0	0	11.73762215	0	0	0	0	0	7.824918685	0	0	0	0	14.39812254	0	0	0	0	5.654387751	5.647072932	0	3.7377226	0	9.07415483	13.61359535	0	0	7.618913401	0	0	0	0	0	0	6.345239058	0	9.528592113	4.257017105	0	0	0	4.967315383	0	0	0	0	0	0	9.553909689	0	0	0	0	0	0	0	0	6.195084737	0	0	0	0	0
