sample1,sample2,Heterogeneous.Selection,Homogeneous.Selection,Dispersal.Limitation,Homogenizing.Dispersal,Drift.and.Others
A3-20-normal,BH4_FDSW220017124-1r,0.498484917,0,0,0,0.501515083
A5-20-normal,BH4_FDSW220017124-1r,0,0,0.407593018,0,0.592406982
B1-20-normal,BH4_FDSW220017124-1r,0,0,0.426333312,0,0.573666688
B3-20-normal,BH4_FDSW220017124-1r,0,0,0.422237618,0,0.577762382
B5-20-normal,BH4_FDSW220017124-1r,0.472076305,0,0,0,0.527923695
C1-20-normal,BH4_FDSW220017124-1r,0.46827152,0,0,0,0.53172848
C3-20-normal,BH4_FDSW220017124-1r,0,0,0.419332606,0,0.580667394
C5-20-normal,BH4_FDSW220017124-1r,0,0,0.410842785,0,0.589157215
A1-40-normal,BH4_FDSW220017124-1r,0.533558621,0,0,0,0.466441379
A3-40-normal,BH4_FDSW220017124-1r,0,0,0.407550502,0,0.592449498
A5-40-normal,BH4_FDSW220017124-1r,0.451307603,0,0,0,0.548692397
B1-40-normal,BH4_FDSW220017124-1r,0.442745234,0,0,0,0.557254766
B3-40-normal,BH4_FDSW220017124-1r,0.469658462,0,0,0,0.530341538
B5-40-normal,BH4_FDSW220017124-1r,0.463846686,0,0,0,0.536153314
C1-40-normal,BH4_FDSW220017124-1r,0.4787628,0,0,0,0.5212372
C3-40-normal,BH4_FDSW220017124-1r,0.439576736,0,0,0.021466193,0.538957071
C5-40-normal,BH4_FDSW220017124-1r,0.471285038,0,0,0,0.528714962
A1-60-normal,BH4_FDSW220017124-1r,0.474913532,0,0,0,0.525086468
A3-60-normal,BH4_FDSW220017124-1r,0.470711416,0,0,0,0.529288584
A5-60-normal,BH4_FDSW220017124-1r,0.460083621,0,0,0,0.539916379
B1-60-normal,BH4_FDSW220017124-1r,0.45224989,0,0,0,0.54775011
B3-60-normal,BH4_FDSW220017124-1r,0.458860373,0,0,0,0.541139627
B5-60-normal,BH4_FDSW220017124-1r,0,0,0.424539728,0,0.575460272
C1-60-normal,BH4_FDSW220017124-1r,0.451566966,0,0,0,0.548433034
C3-60-normal,BH4_FDSW220017124-1r,0.454209594,0,0,0,0.545790406
C5-60-normal,BH4_FDSW220017124-1r,0.466591214,0,0,0,0.533408786
A1-80-normal,BH4_FDSW220017124-1r,0.460452424,0,0,0,0.539547576
A3-80-normal,BH4_FDSW220017124-1r,0.4551096,0,0,0,0.5448904
A5-80-normal,BH4_FDSW220017124-1r,0.451440383,0,0,0,0.548559617
B1-80-normal,BH4_FDSW220017124-1r,0.525256891,0,0,0,0.474743109
B3-80-normal,BH4_FDSW220017124-1r,0.461632437,0,0,0,0.538367563
B5-80-normal,BH4_FDSW220017124-1r,0.468966253,0,0,0,0.531033747
C1-80-normal,BH4_FDSW220017124-1r,0.461143718,0,0,0,0.538856282
C3-80-normal,BH4_FDSW220017124-1r,0.459139325,0,0,0,0.540860675
C5-80-normal,BH4_FDSW220017124-1r,0.492460879,0,0,0,0.507539121
A1-100-normal,BH4_FDSW220017124-1r,0.533778062,0,0,0,0.466221938
A3-100-normal,BH4_FDSW220017124-1r,0.447626511,0,0,0,0.552373489
A5-100-normal,BH4_FDSW220017124-1r,0,0,0.440479201,0,0.559520799
B1-100-normal,BH4_FDSW220017124-1r,0,0,0.426427733,0,0.573572267
B3-100-normal,BH4_FDSW220017124-1r,0,0,0.455923528,0,0.544076472
B5-100-normal,BH4_FDSW220017124-1r,0.497096518,0,0,0,0.502903482
C1-100-normal,BH4_FDSW220017124-1r,0,0,0.416736104,0,0.583263896
C3-100-normal,BH4_FDSW220017124-1r,0.454232652,0,0,0,0.545767348
C5-100-normal,BH4_FDSW220017124-1r,0.464710688,0,0,0,0.535289312
BH8_FDSW220017128-1r,BH6_FDSW220017126-1r,0,1,0,0,0
BH10_FDSW220017130-1r,BH6_FDSW220017126-1r,0,1,0,0,0
BH12_FDSW220017132-1r,BH6_FDSW220017126-1r,0,1,0,0,0
BH14_FDSW220017134-1r,BH6_FDSW220017126-1r,0,1,0,0,0
BH15_FDSW220017135-1r,BH6_FDSW220017126-1r,0,1,0,0,0
DD1_FDSW220008388-1r,BH6_FDSW220017126-1r,0,0,0,0,1
DD3_FDSW220008390-2r,BH6_FDSW220017126-1r,0,0,0,0,1
DD5_FDSW220008392-2r,BH6_FDSW220017126-1r,0,0,0,0,1
DD7_FDSW220008394-1r,BH6_FDSW220017126-1r,0,0,0,0,1
DD9_FDSW220008396-1r,BH6_FDSW220017126-1r,0,0,0,0,1
DD13_FDSW220008400-2r,BH6_FDSW220017126-1r,0,0,0,0,1
LYG1_FDME210455382-1r,BH6_FDSW220017126-1r,0,0,0,0,1
LYG3_FDME210455384-1r,BH6_FDSW220017126-1r,0,0,0,0,1
LYG5_FDME210455386-1r,BH6_FDSW220017126-1r,0,0,0,0,1
LYG6_FDME210455387-1r,BH6_FDSW220017126-1r,0,0,0,0,1
LYG7_FDME210455388-1r,BH6_FDSW220017126-1r,0,0,0,0,1
LYG11_FDME210455392-2r,BH6_FDSW220017126-1r,0,0,0,0,1
LYG13_FDME210455394-1a,BH6_FDSW220017126-1r,0,0,0,0,1
NB1_FDME210455352-1r,BH6_FDSW220017126-1r,0,0,0.296362007,0,0.703637993
NB2_FDME210455353-1r,BH6_FDSW220017126-1r,0.318960836,0,0,0,0.681039164
NB4_FDME210455355-1r,BH6_FDSW220017126-1r,0.295603961,0,0,0,0.704396039
NB6_FDME210455357-1r,BH6_FDSW220017126-1r,0,0,0.29107403,0,0.70892597
NB7_FDME210455358-1r,BH6_FDSW220017126-1r,0,0,0.277772844,0,0.722227156
NB11_FDME210455362-1b,BH6_FDSW220017126-1r,0.315541248,0,0,0,0.684458752
NB12_FDME210455363-1r,BH6_FDSW220017126-1r,0.3229326,0,0,0,0.6770674
NB15_FDME210455366-1r,BH6_FDSW220017126-1r,0.351855829,0,0,0,0.648144171
SY3_FDME210455399-2a,BH6_FDSW220017126-1r,0,0,0,0,1
SY7_FDME210455403-2a,BH6_FDSW220017126-1r,0,0,0,0,1
SY9_FDME210455405-2a,BH6_FDSW220017126-1r,0,0,0,0,1
SY11_FDME210455407-1r,BH6_FDSW220017126-1r,0,0,0,0,1
SY12_FDME210455408-1r,BH6_FDSW220017126-1r,0,0,0,0,1
SY13_FDME210455409-2a,BH6_FDSW220017126-1r,0,0,0,0,1
SY15_FDME210455411-2a,BH6_FDSW220017126-1r,0,0,0,0,1
ST1_FDME220007465-1r,BH6_FDSW220017126-1r,0,0,0,0.011478657,0.988521343
ST3_L1,BH6_FDSW220017126-1r,0,0,0,0,1
ST7_FDME220007471-1r,BH6_FDSW220017126-1r,0,0,0,0,1
ST9_L1,BH6_FDSW220017126-1r,0,0,0.5,0,0.5
ST10_L1,BH6_FDSW220017126-1r,0,0,0,0,1
ST12_L1,BH6_FDSW220017126-1r,0,0,0,0,1
ST13_L1,BH6_FDSW220017126-1r,0,0,0.5,0,0.5
ST15_L1,BH6_FDSW220017126-1r,0,0,0.5,0,0.5
WZ1_L1,BH6_FDSW220017126-1r,0,0,0,0,1
WZ3_L1,BH6_FDSW220017126-1r,0,0,0,0,1
WZ5_L1,BH6_FDSW220017126-1r,0,0,0,0,1
WZ7_FDME210455463-1r,BH6_FDSW220017126-1r,0,0,0,0,1
WZ10_L1,BH6_FDSW220017126-1r,0,0,0,0,1
WZ11_L1,BH6_FDSW220017126-1r,0,0,0,0,1
WZ14_L1,BH6_FDSW220017126-1r,0,0,0,0,1
WZ15_FDME210455471-1r,BH6_FDSW220017126-1r,0,0,0,0,1
XM2_FDME220007436-1r,BH6_FDSW220017126-1r,0,0,0,0,1
XM4_FDME220007438-1r,BH6_FDSW220017126-1r,0,0,0,0,1
XM6_FDME220007440-1r,BH6_FDSW220017126-1r,0,0,0,0,1
XM8_FDME220007442-1r,BH6_FDSW220017126-1r,0,0,0,0,1
XM10_FDME220007444-1r,BH6_FDSW220017126-1r,0,0,0,0,1
XM12_FDME220007446-1r,BH6_FDSW220017126-1r,0,0,0,0,1
XM14_FDME220007448-1r,BH6_FDSW220017126-1r,0,0,0,0,1
XM15_FDME220007449-1r,BH6_FDSW220017126-1r,0,0,0,0,1
YC1_FDME220007405-1r,BH6_FDSW220017126-1r,0.40907778,0,0,0,0.59092222
YC3_FDME220007407-1r,BH6_FDSW220017126-1r,0.398619285,0,0,0,0.601380715
YC5_FDME220007409-1r,BH6_FDSW220017126-1r,0.403591669,0,0,0,0.596408331
YC7_FDME220007411-1a,BH6_FDSW220017126-1r,0.408597857,0,0,0,0.591402143
YC9_FDME220007413-1r,BH6_FDSW220017126-1r,0.422517093,0,0,0,0.577482907
YC11_FDME220007415-1r,BH6_FDSW220017126-1r,0.403790627,0,0,0,0.596209373
YC13_FDME220007417-1r,BH6_FDSW220017126-1r,0.412002029,0,0,0,0.587997971
YC15_FDME220007419-1r,BH6_FDSW220017126-1r,0.416051559,0,0,0,0.583948441
ZH1_FDSW220008784-1r,BH6_FDSW220017126-1r,0,0,0,0,1
ZH3_FDSW220008786-1r,BH6_FDSW220017126-1r,0,0,0,0,1
ZH5_FDSW220008788-1r,BH6_FDSW220017126-1r,0,0,0,0,1
ZH7_FDSW220008790-1r,BH6_FDSW220017126-1r,0,0,0,0,1
ZH9_FDSW220008792-2r,BH6_FDSW220017126-1r,0,0,0,0,1
ZH11_FDSW220008794-2r,BH6_FDSW220017126-1r,0,0,0,0,1
ZH13_FDSW220008796-2r,BH6_FDSW220017126-1r,0,0,0,0,1
ZH15_FDSW220008798-2r,BH6_FDSW220017126-1r,0,0,0,0,1
C1_FDSW202534412-1r,BH6_FDSW220017126-1r,0.386188649,0,0,0.090890442,0.522920909
E5_FDSW202534388-1r,BH6_FDSW220017126-1r,0.371339435,0,0,0.099523266,0.529137298
E10_FDSW202534389-1r,BH6_FDSW220017126-1r,0.368498556,0,0,0.089899737,0.541601708
E20_FDSW202534390-1r,BH6_FDSW220017126-1r,0.418682804,0,0,0.067569344,0.513747851
E50_FDSW202534391-1r,BH6_FDSW220017126-1r,0.422916146,0,0,0,0.577083854
E100_FDSW202534392-1r,BH6_FDSW220017126-1r,0,0,0.423819357,0,0.576180643
E150_FDSW202534393-1r,BH6_FDSW220017126-1r,0.420974532,0,0,0,0.579025468
N5_FDSW202534406-1r,BH6_FDSW220017126-1r,0.375780801,0,0,0,0.624219199
N10_FDSW202534407-1r,BH6_FDSW220017126-1r,0.395786954,0,0,0.0681158,0.536097245
N20_FDSW202534408-1r,BH6_FDSW220017126-1r,0.38240618,0,0,0.054871654,0.562722166
N50_FDSW202534409-1r,BH6_FDSW220017126-1r,0.460279603,0,0,0,0.539720397
N100_FDSW202534410-1r,BH6_FDSW220017126-1r,0.395530414,0,0,0,0.604469586
N150_FDSW202534411-1r,BH6_FDSW220017126-1r,0.377982157,0,0,0,0.622017843
S5_FDSW202534394-1r,BH6_FDSW220017126-1r,0.376202391,0,0,0.084656165,0.539141444
S10_FDSW202534395-1r,BH6_FDSW220017126-1r,0.387215657,0,0,0.071268356,0.541515987
S20_FDSW202534396-1r,BH6_FDSW220017126-1r,0.356268579,0,0,0,0.643731421
S50_FDSW202534397-1r,BH6_FDSW220017126-1r,0,0,0,0,1
S100_FDSW202534398-1r,BH6_FDSW220017126-1r,0,0,0,0,1
S150_FDSW202534399-1r,BH6_FDSW220017126-1r,0,0,0,0,1
W5_FDSW202534400-1r,BH6_FDSW220017126-1r,0.366571508,0,0,0.097734806,0.535693686
W10_FDSW202534401-1r,BH6_FDSW220017126-1r,0.375157191,0,0,0.090407231,0.534435578
W20_FDSW202534402-1r,BH6_FDSW220017126-1r,0.351758726,0,0,0,0.648241274
W50_FDSW202534403-1r,BH6_FDSW220017126-1r,0.356187385,0,0,0,0.643812615
W100_FDSW202534404-1r,BH6_FDSW220017126-1r,0.352787379,0,0,0,0.647212621
W150_FDSW202534405-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_0801_FDSW210423161-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_0802_FDSW210423162-1r,BH6_FDSW220017126-1r,0.39523669,0,0,0,0.60476331
CXD_0803_FDSW210423163-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_0804_FDSW210423164-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_0805_FDSW210423165-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_0807_FDSW210423167-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1001_FDSW210423173-1r,BH6_FDSW220017126-1r,0,0,0,0.003431165,0.996568835
CXD_1003_FDSW210423175-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1004_FDSW210423176-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1007_FDSW210423179-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1009_FDSW210423181-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1015_FDSW210423187-1r,BH6_FDSW220017126-1r,0,0,0,0.031431018,0.968568982
CXD_1201_FDSW210423188-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1202_FDSW210423189-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1203_FDSW210423190-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1213_FDSW210423200-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1214_FDSW210423201-1r,BH6_FDSW220017126-1r,0,0,0,0.042116353,0.957883647
CXD_1215_FDSW210423202-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_0204_FDSW210423206-1r,BH6_FDSW220017126-1r,0.344067757,0,0,0,0.655932243
CXD_0209_FDSW210423211-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_0210_FDSW210423212-1r,BH6_FDSW220017126-1r,0.398612347,0,0,0,0.601387653
CXD_0213_FDSW210423215-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_0214_FDSW210423216-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_0215_FDSW210423217-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1401_FDSW210423218-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1402_FDSW210423219-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1408_FDSW210423225-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1412_FDSW210423229-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1414_FDSW210423231-1r,BH6_FDSW220017126-1r,0,0,0,0.036621454,0.963378546
CXD_1415_FDSW210423232-1r,BH6_FDSW220017126-1r,0.372343085,0,0,0.026724681,0.600932234
CXD_1604_FDSW210423236-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1609_FDSW210423241-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1610_FDSW210423242-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1611_FDSW210423243-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1612_FDSW210423244-1r,BH6_FDSW220017126-1r,0,0,0,0,1
CXD_1613_FDSW210423245-1r,BH6_FDSW220017126-1r,0,0,0,0,1
A1-20-normal,BH6_FDSW220017126-1r,0,0,0,0,1
A3-20-normal,BH6_FDSW220017126-1r,0,0,0,0,1
A5-20-normal,BH6_FDSW220017126-1r,0.426447645,0,0,0,0.573552355
B1-20-normal,BH6_FDSW220017126-1r,0.351493396,0,0,0,0.648506604
B3-20-normal,BH6_FDSW220017126-1r,0.402226835,0,0,0,0.597773165
B5-20-normal,BH6_FDSW220017126-1r,0,0,0,0,1
C1-20-normal,BH6_FDSW220017126-1r,0.326066619,0,0,0,0.673933381
C3-20-normal,BH6_FDSW220017126-1r,0.397451301,0,0,0,0.602548699
C5-20-normal,BH6_FDSW220017126-1r,0.404062484,0,0,0,0.595937516
A1-40-normal,BH6_FDSW220017126-1r,0,0,0,0,1
A3-40-normal,BH6_FDSW220017126-1r,0.396968585,0,0,0,0.603031415
A5-40-normal,BH6_FDSW220017126-1r,0,0,0,0.027895299,0.972104701
B1-40-normal,BH6_FDSW220017126-1r,0,0,0,0,1
B3-40-normal,BH6_FDSW220017126-1r,0,0,0,0,1
B5-40-normal,BH6_FDSW220017126-1r,0,0,0,0,1
C1-40-normal,BH6_FDSW220017126-1r,0,0,0,0,1
C3-40-normal,BH6_FDSW220017126-1r,0,0,0,0.021466193,0.978533807
C5-40-normal,BH6_FDSW220017126-1r,0,0,0,0,1
A1-60-normal,BH6_FDSW220017126-1r,0,0,0,0,1
A3-60-normal,BH6_FDSW220017126-1r,0,0,0,0,1
A5-60-normal,BH6_FDSW220017126-1r,0,0,0,0,1
B1-60-normal,BH6_FDSW220017126-1r,0,0,0,0,1
B3-60-normal,BH6_FDSW220017126-1r,0,0,0,0,1
B5-60-normal,BH6_FDSW220017126-1r,0.39475781,0,0,0,0.60524219
C1-60-normal,BH6_FDSW220017126-1r,0,0,0,0,1
C3-60-normal,BH6_FDSW220017126-1r,0,0,0,0,1
C5-60-normal,BH6_FDSW220017126-1r,0,0,0,0,1
A1-80-normal,BH6_FDSW220017126-1r,0,0,0,0,1
A3-80-normal,BH6_FDSW220017126-1r,0,0,0,0,1
A5-80-normal,BH6_FDSW220017126-1r,0,0,0,0,1
B1-80-normal,BH6_FDSW220017126-1r,0.358998615,0,0,0,0.641001385
B3-80-normal,BH6_FDSW220017126-1r,0,0,0,0,1
B5-80-normal,BH6_FDSW220017126-1r,0,0,0,0,1
C1-80-normal,BH6_FDSW220017126-1r,0,0,0,0,1
C3-80-normal,BH6_FDSW220017126-1r,0,0,0,0,1
C5-80-normal,BH6_FDSW220017126-1r,0.326202604,0,0,0,0.673797396
A1-100-normal,BH6_FDSW220017126-1r,0.367519787,0,0,0,0.632480213
A3-100-normal,BH6_FDSW220017126-1r,0,0,0,0,1
A5-100-normal,BH6_FDSW220017126-1r,0.328250765,0,0,0,0.671749235
B1-100-normal,BH6_FDSW220017126-1r,0.362478241,0,0,0,0.637521759
B3-100-normal,BH6_FDSW220017126-1r,0.391117796,0,0,0,0.608882204
B5-100-normal,BH6_FDSW220017126-1r,0,0,0,0,1
C1-100-normal,BH6_FDSW220017126-1r,0.395697766,0,0,0,0.604302234
C3-100-normal,BH6_FDSW220017126-1r,0,0,0,0,1
C5-100-normal,BH6_FDSW220017126-1r,0,0,0,0,1
BH10_FDSW220017130-1r,BH8_FDSW220017128-1r,0,1,0,0,0
BH12_FDSW220017132-1r,BH8_FDSW220017128-1r,0,1,0,0,0
BH14_FDSW220017134-1r,BH8_FDSW220017128-1r,0,1,0,0,0
BH15_FDSW220017135-1r,BH8_FDSW220017128-1r,0,1,0,0,0
DD1_FDSW220008388-1r,BH8_FDSW220017128-1r,0,0,0,0,1
DD3_FDSW220008390-2r,BH8_FDSW220017128-1r,0,0,0,0,1
DD5_FDSW220008392-2r,BH8_FDSW220017128-1r,0,0,0,0,1
DD7_FDSW220008394-1r,BH8_FDSW220017128-1r,0,0,0,0,1
DD9_FDSW220008396-1r,BH8_FDSW220017128-1r,0,0,0,0,1
DD13_FDSW220008400-2r,BH8_FDSW220017128-1r,0,0,0,0,1
LYG1_FDME210455382-1r,BH8_FDSW220017128-1r,0,0,0,0,1
LYG3_FDME210455384-1r,BH8_FDSW220017128-1r,0,0,0,0,1
LYG5_FDME210455386-1r,BH8_FDSW220017128-1r,0,0,0,0,1
LYG6_FDME210455387-1r,BH8_FDSW220017128-1r,0,0,0,0,1
LYG7_FDME210455388-1r,BH8_FDSW220017128-1r,0,0,0,0,1
LYG11_FDME210455392-2r,BH8_FDSW220017128-1r,0,0,0,0,1
LYG13_FDME210455394-1a,BH8_FDSW220017128-1r,0,0,0,0,1
NB1_FDME210455352-1r,BH8_FDSW220017128-1r,0.350893977,0,0,0,0.649106023
NB2_FDME210455353-1r,BH8_FDSW220017128-1r,0.373492805,0,0,0,0.626507195
NB4_FDME210455355-1r,BH8_FDSW220017128-1r,0.350135931,0,0,0,0.649864069
NB6_FDME210455357-1r,BH8_FDSW220017128-1r,0.345606,0,0,0,0.654394
NB7_FDME210455358-1r,BH8_FDSW220017128-1r,0.332304814,0,0,0,0.667695186
NB11_FDME210455362-1b,BH8_FDSW220017128-1r,0.370073218,0,0,0,0.629926782
NB12_FDME210455363-1r,BH8_FDSW220017128-1r,0.37746457,0,0,0,0.62253543
NB15_FDME210455366-1r,BH8_FDSW220017128-1r,0.406387799,0,0,0,0.593612201
SY3_FDME210455399-2a,BH8_FDSW220017128-1r,0,0,0,0,1
SY7_FDME210455403-2a,BH8_FDSW220017128-1r,0,0,0,0,1
SY9_FDME210455405-2a,BH8_FDSW220017128-1r,0,0,0,0,1
SY11_FDME210455407-1r,BH8_FDSW220017128-1r,0,0,0,0,1
SY12_FDME210455408-1r,BH8_FDSW220017128-1r,0,0,0,0,1
SY13_FDME210455409-2a,BH8_FDSW220017128-1r,0,0,0,0,1
SY15_FDME210455411-2a,BH8_FDSW220017128-1r,0,0,0,0,1
ST1_FDME220007465-1r,BH8_FDSW220017128-1r,0,0,0,0.011478657,0.988521343
ST3_L1,BH8_FDSW220017128-1r,0,0,0,0,1
ST7_FDME220007471-1r,BH8_FDSW220017128-1r,0,0,0,0,1
ST9_L1,BH8_FDSW220017128-1r,0,0,0.5,0,0.5
ST10_L1,BH8_FDSW220017128-1r,0,0,0,0,1
ST12_L1,BH8_FDSW220017128-1r,0,0,0,0,1
ST13_L1,BH8_FDSW220017128-1r,0,0,0.5,0,0.5
ST15_L1,BH8_FDSW220017128-1r,0,0,0.5,0,0.5
WZ1_L1,BH8_FDSW220017128-1r,0,0,0.263603387,0,0.736396613
WZ3_L1,BH8_FDSW220017128-1r,0,0,0.268497412,0,0.731502588
WZ5_L1,BH8_FDSW220017128-1r,0,0,0.254064431,0,0.745935569
WZ7_FDME210455463-1r,BH8_FDSW220017128-1r,0.424897546,0,0.291740962,0,0.283361492
WZ10_L1,BH8_FDSW220017128-1r,0,0,0.254034642,0,0.745965358
WZ11_L1,BH8_FDSW220017128-1r,0,0,0.259222999,0,0.740777001
WZ14_L1,BH8_FDSW220017128-1r,0,0,0.265439321,0,0.734560679
WZ15_FDME210455471-1r,BH8_FDSW220017128-1r,0,0,0.259740196,0,0.740259804
XM2_FDME220007436-1r,BH8_FDSW220017128-1r,0,0,0,0,1
XM4_FDME220007438-1r,BH8_FDSW220017128-1r,0,0,0,0,1
XM6_FDME220007440-1r,BH8_FDSW220017128-1r,0,0,0,0,1
XM8_FDME220007442-1r,BH8_FDSW220017128-1r,0,0,0,0,1
XM10_FDME220007444-1r,BH8_FDSW220017128-1r,0,0,0,0,1
XM12_FDME220007446-1r,BH8_FDSW220017128-1r,0,0,0,0,1
XM14_FDME220007448-1r,BH8_FDSW220017128-1r,0,0,0,0,1
XM15_FDME220007449-1r,BH8_FDSW220017128-1r,0,0,0,0,1
YC1_FDME220007405-1r,BH8_FDSW220017128-1r,0.463609749,0,0,0,0.536390251
YC3_FDME220007407-1r,BH8_FDSW220017128-1r,0.453151254,0,0,0,0.546848746
YC5_FDME220007409-1r,BH8_FDSW220017128-1r,0.458123639,0,0,0,0.541876361
YC7_FDME220007411-1a,BH8_FDSW220017128-1r,0.463129827,0,0,0,0.536870173
YC9_FDME220007413-1r,BH8_FDSW220017128-1r,0.477049063,0,0,0,0.522950937
YC11_FDME220007415-1r,BH8_FDSW220017128-1r,0.458322596,0,0,0,0.541677404
YC13_FDME220007417-1r,BH8_FDSW220017128-1r,0.466533998,0,0,0,0.533466002
YC15_FDME220007419-1r,BH8_FDSW220017128-1r,0.470583529,0,0,0,0.529416471
ZH1_FDSW220008784-1r,BH8_FDSW220017128-1r,0,0,0,0,1
ZH3_FDSW220008786-1r,BH8_FDSW220017128-1r,0,0,0,0,1
ZH5_FDSW220008788-1r,BH8_FDSW220017128-1r,0,0,0,0,1
ZH7_FDSW220008790-1r,BH8_FDSW220017128-1r,0,0,0,0,1
ZH9_FDSW220008792-2r,BH8_FDSW220017128-1r,0,0,0,0,1
ZH11_FDSW220008794-2r,BH8_FDSW220017128-1r,0,0,0,0,1
ZH13_FDSW220008796-2r,BH8_FDSW220017128-1r,0,0,0,0,1
ZH15_FDSW220008798-2r,BH8_FDSW220017128-1r,0,0,0,0,1
C1_FDSW202534412-1r,BH8_FDSW220017128-1r,0,0,0.256500019,0.090890442,0.652609539
E5_FDSW202534388-1r,BH8_FDSW220017128-1r,0,0,0.25463561,0.099523266,0.645841124
E10_FDSW202534389-1r,BH8_FDSW220017128-1r,0,0,0.2569079,0.089899737,0.653192363
E20_FDSW202534390-1r,BH8_FDSW220017128-1r,0,0,0,0.067569344,0.932430656
E50_FDSW202534391-1r,BH8_FDSW220017128-1r,0,0,0,0,1
E100_FDSW202534392-1r,BH8_FDSW220017128-1r,0,0,0.260101105,0,0.739898895
E150_FDSW202534393-1r,BH8_FDSW220017128-1r,0,0,0.257416158,0,0.742583842
N5_FDSW202534406-1r,BH8_FDSW220017128-1r,0,0,0,0,1
N10_FDSW202534407-1r,BH8_FDSW220017128-1r,0,0,0,0.0681158,0.9318842
N20_FDSW202534408-1r,BH8_FDSW220017128-1r,0,0,0.269414712,0.054871654,0.675713634
N50_FDSW202534409-1r,BH8_FDSW220017128-1r,0,0,0,0.046760106,0.953239894
N100_FDSW202534410-1r,BH8_FDSW220017128-1r,0,0,0.255247801,0,0.744752199
N150_FDSW202534411-1r,BH8_FDSW220017128-1r,0,0,0,0,1
S5_FDSW202534394-1r,BH8_FDSW220017128-1r,0,0,0,0.084656165,0.915343835
S10_FDSW202534395-1r,BH8_FDSW220017128-1r,0,0,0.262544516,0.071268356,0.666187128
S20_FDSW202534396-1r,BH8_FDSW220017128-1r,0,0,0,0,1
S50_FDSW202534397-1r,BH8_FDSW220017128-1r,0,0,0,0,1
S100_FDSW202534398-1r,BH8_FDSW220017128-1r,0,0,0,0,1
S150_FDSW202534399-1r,BH8_FDSW220017128-1r,0,0,0.251535138,0,0.748464862
W5_FDSW202534400-1r,BH8_FDSW220017128-1r,0,0,0.25450211,0.097734806,0.647763084
W10_FDSW202534401-1r,BH8_FDSW220017128-1r,0,0,0.255955474,0.090407231,0.653637294
W20_FDSW202534402-1r,BH8_FDSW220017128-1r,0,0,0,0,1
W50_FDSW202534403-1r,BH8_FDSW220017128-1r,0,0,0,0,1
W100_FDSW202534404-1r,BH8_FDSW220017128-1r,0,0,0,0,1
W150_FDSW202534405-1r,BH8_FDSW220017128-1r,0,0,0,0,1
CXD_0801_FDSW210423161-1r,BH8_FDSW220017128-1r,0.360466708,0,0,0,0.639533292
CXD_0802_FDSW210423162-1r,BH8_FDSW220017128-1r,0,0,0,0,1
CXD_0803_FDSW210423163-1r,BH8_FDSW220017128-1r,0,0,0,0,1
CXD_0804_FDSW210423164-1r,BH8_FDSW220017128-1r,0,0,0,0,1
CXD_0805_FDSW210423165-1r,BH8_FDSW220017128-1r,0.338951383,0,0,0,0.661048617
CXD_0807_FDSW210423167-1r,BH8_FDSW220017128-1r,0.342090487,0,0,0,0.657909513
CXD_1001_FDSW210423173-1r,BH8_FDSW220017128-1r,0.358726964,0,0,0,0.641273036
CXD_1003_FDSW210423175-1r,BH8_FDSW220017128-1r,0,0,0,0,1
CXD_1004_FDSW210423176-1r,BH8_FDSW220017128-1r,0.3274269,0,0,0,0.6725731
CXD_1007_FDSW210423179-1r,BH8_FDSW220017128-1r,0,0,0,0,1
CXD_1009_FDSW210423181-1r,BH8_FDSW220017128-1r,0,0,0,0,1
CXD_1015_FDSW210423187-1r,BH8_FDSW220017128-1r,0,0,0,0.031431018,0.968568982
CXD_1201_FDSW210423188-1r,BH8_FDSW220017128-1r,0.344303724,0,0,0,0.655696276
